reporting_unit,municipality,contest,candidate,votes,county,ctv
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",12,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,PRESIDENT,PETER SONSKI,0,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,PRESIDENT,PRESIDENTSCATTERING,1,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,SENATOR,TAMMY BALDWIN,600,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,SENATOR,ERIC HOVDE,767,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,SENATOR,PHIL ANDERSON,25,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,SENATOR,THOMAS LEAGER,29,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,SENATOR,SENATOR SCATTERING,0,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,CONGRESS,REBECCA COOKE,613,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,CONGRESS,DERRICK VAN ORDEN,779,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,CONGRESS,CONGRESS SCATTERING,0,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,DIST 49,SCOTT A. WALKER,497,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,DIST 49,TRAVIS TRANEL,894,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,DIST 49,DIST 49 SCATTERING,0,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,DIST 51,ELIZABETH GRABE,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,DIST 51,TODD NOVAK,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,DIST 51,DIST 51 SCATTERING,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,DA,RYAN KIELER,1018,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,DA,DA SCATTERING,8,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,COUNTY CLERK,TONYA WHITE,1024,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,COUNTY CLERK,COUNTY CLERK SCATTERING,8,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,COUNTY TREASURER,CARRIE EASTLICK,1017,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,COUNTY TREASURER,COUNTY TREASURER SCATTERING,8,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,REGISTER OF DEEDS,ANDREA L. NOETHE,1011,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,10,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,ELIGIBILITY TO VOTE,YES,1001,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,ELIGIBILITY TO VOTE,NO,351,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,C
CITY OF BOSCOBEL WARDS 1-8,BOSCOBEL,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,C
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,KAMALA D. HARRIS TIM WALZ,68,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,DONALD J. TRUMP JD VANCE,203,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,1,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,JILL STEIN RUDOLPH WARE,0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",3,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,PETER SONSKI,0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PRESIDENT,PRESIDENTSCATTERING,1,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,SENATOR,TAMMY BALDWIN,74,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,SENATOR,ERIC HOVDE,191,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,SENATOR,PHIL ANDERSON,4,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,SENATOR,THOMAS LEAGER,1,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,SENATOR,SENATOR SCATTERING,0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,CONGRESS,REBECCA COOKE,71,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,CONGRESS,DERRICK VAN ORDEN,191,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,CONGRESS,CONGRESS SCATTERING,0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,DIST 49,SCOTT A. WALKER,53,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,DIST 49,TRAVIS TRANEL,217,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,DIST 49,DIST 49 SCATTERING,0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,DIST 51,ELIZABETH GRABE,NA,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,DIST 51,TODD NOVAK,NA,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,DIST 51,DIST 51 SCATTERING,NA,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,DA,RYAN KIELER,232,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,DA,DA SCATTERING,1,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,COUNTY CLERK,TONYA WHITE,236,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,COUNTY CLERK,COUNTY CLERK SCATTERING,2,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,COUNTY TREASURER,CARRIE EASTLICK,231,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,COUNTY TREASURER,COUNTY TREASURER SCATTERING,2,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,REGISTER OF DEEDS,ANDREA L. NOETHE,235,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,2,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,ELIGIBILITY TO VOTE,YES,220,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,ELIGIBILITY TO VOTE,NO,48,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,0,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF LIBERTY WARD 1,LIBERTY,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,KAMALA D. HARRIS TIM WALZ,77,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,DONALD J. TRUMP JD VANCE,213,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,1,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,JILL STEIN RUDOLPH WARE,0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",2,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,PETER SONSKI,0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PRESIDENT,PRESIDENTSCATTERING,0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,SENATOR,TAMMY BALDWIN,85,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,SENATOR,ERIC HOVDE,200,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,SENATOR,PHIL ANDERSON,2,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,SENATOR,THOMAS LEAGER,4,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,SENATOR,SENATOR SCATTERING,0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,CONGRESS,REBECCA COOKE,90,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,CONGRESS,DERRICK VAN ORDEN,201,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,CONGRESS,CONGRESS SCATTERING,0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,DIST 49,SCOTT A. WALKER,63,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,DIST 49,TRAVIS TRANEL,226,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,DIST 49,DIST 49 SCATTERING,0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,DIST 51,ELIZABETH GRABE,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,DIST 51,TODD NOVAK,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,DIST 51,DIST 51 SCATTERING,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,DA,RYAN KIELER,252,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,DA,DA SCATTERING,2,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,COUNTY CLERK,TONYA WHITE,258,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,COUNTY CLERK,COUNTY CLERK SCATTERING,1,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,COUNTY TREASURER,CARRIE EASTLICK,257,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,COUNTY TREASURER,COUNTY TREASURER SCATTERING,1,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,REGISTER OF DEEDS,ANDREA L. NOETHE,259,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,0,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,ELIGIBILITY TO VOTE,YES,230,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,ELIGIBILITY TO VOTE,NO,44,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF MOUNT IDA WARD 1,MOUNT IDA,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,T
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,KAMALA D. HARRIS TIM WALZ,154,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,DONALD J. TRUMP JD VANCE,186,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,JILL STEIN RUDOLPH WARE,0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",5,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,PETER SONSKI,0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PRESIDENT,PRESIDENTSCATTERING,2,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,SENATOR,TAMMY BALDWIN,157,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,SENATOR,ERIC HOVDE,182,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,SENATOR,PHIL ANDERSON,2,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,SENATOR,THOMAS LEAGER,4,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,SENATOR,SENATOR SCATTERING,0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,CONGRESS,REBECCA COOKE,160,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,CONGRESS,DERRICK VAN ORDEN,183,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,CONGRESS,CONGRESS SCATTERING,0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,DIST 49,SCOTT A. WALKER,NA,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,DIST 49,TRAVIS TRANEL,NA,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,DIST 49,DIST 49 SCATTERING,NA,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,DIST 51,ELIZABETH GRABE,139,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,DIST 51,TODD NOVAK,199,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,DIST 51,DIST 51 SCATTERING,0,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,DA,RYAN KIELER,268,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,DA,DA SCATTERING,4,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,COUNTY CLERK,TONYA WHITE,270,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,COUNTY CLERK,COUNTY CLERK SCATTERING,5,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,COUNTY TREASURER,CARRIE EASTLICK,275,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,COUNTY TREASURER,COUNTY TREASURER SCATTERING,4,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,REGISTER OF DEEDS,ANDREA L. NOETHE,269,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,5,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,ELIGIBILITY TO VOTE,YES,251,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,ELIGIBILITY TO VOTE,NO,76,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,215,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,119,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,V
VILLAGE OF LIVINGSTON WARD 1,LIVINGSTON,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,V
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,KAMALA D. HARRIS TIM WALZ,58,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,DONALD J. TRUMP JD VANCE,162,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,1,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,JILL STEIN RUDOLPH WARE,0,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",1,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,PETER SONSKI,0,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,PRESIDENT,PRESIDENTSCATTERING,0,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,SENATOR,TAMMY BALDWIN,61,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,SENATOR,ERIC HOVDE,153,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,SENATOR,PHIL ANDERSON,1,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,SENATOR,THOMAS LEAGER,3,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,T
TOWN OF CASSVILLE WARDS 1-2,CASSVILLE,SENATOR,SENATOR SCATTERING,0,GRANT,T
