ctv,reporting_unit,contest,candidate,votes,county,municipality
T,SPRINGBROOK,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,SPRINGBROOK
T,SPRINGBROOK,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,SPRINGBROOK
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,41,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,105,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,43,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,101,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,1,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,39,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,105,WASHBURN,STINNETT
T,STINNETT,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,STINNETT
T,STINNETT,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,41,WASHBURN,STINNETT
T,STINNETT,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,103,WASHBURN,STINNETT
T,STINNETT,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,STINNETT
T,STINNETT,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,98,WASHBURN,STINNETT
T,STINNETT,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,1,WASHBURN,STINNETT
T,STINNETT,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,124,WASHBURN,STINNETT
T,STINNETT,COUNTY_CLERK_ATTORNEY,SCATTERING,0,WASHBURN,STINNETT
T,STINNETT,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,123,WASHBURN,STINNETT
T,STINNETT,COUNTY_TREASURER_ATTORNEY,SCATTERING,0,WASHBURN,STINNETT
T,STINNETT,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,124,WASHBURN,STINNETT
T,STINNETT,COUNTY_REGISTER OF_DEEDS,SCATTERING,0,WASHBURN,STINNETT
T,STINNETT,STATE_REFERENDUM QUESTION_DEEDS,YES,118,WASHBURN,STINNETT
T,STINNETT,STATE_REFERENDUM QUESTION_DEEDS,NO,24,WASHBURN,STINNETT
T,STINNETT,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,STINNETT
T,STINNETT,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,STINNETT
T,STINNETT,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,STINNETT
T,STINNETT,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,STINNETT
T,STINNETT,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,STINNETT
T,STINNETT,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,STINNETT
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,102,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,235,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,2,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,1,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",2,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,106,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,224,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,3,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,5,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,2,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,99,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,228,WASHBURN,STONE LAKE
T,STONE LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,1,WASHBURN,STONE LAKE
T,STONE LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,103,WASHBURN,STONE LAKE
T,STONE LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,231,WASHBURN,STONE LAKE
T,STONE LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,1,WASHBURN,STONE LAKE
T,STONE LAKE,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,244,WASHBURN,STONE LAKE
T,STONE LAKE,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,3,WASHBURN,STONE LAKE
T,STONE LAKE,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,273,WASHBURN,STONE LAKE
T,STONE LAKE,COUNTY_CLERK_ATTORNEY,SCATTERING,3,WASHBURN,STONE LAKE
T,STONE LAKE,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,272,WASHBURN,STONE LAKE
T,STONE LAKE,COUNTY_TREASURER_ATTORNEY,SCATTERING,3,WASHBURN,STONE LAKE
T,STONE LAKE,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,269,WASHBURN,STONE LAKE
T,STONE LAKE,COUNTY_REGISTER OF_DEEDS,SCATTERING,3,WASHBURN,STONE LAKE
T,STONE LAKE,STATE_REFERENDUM QUESTION_DEEDS,YES,274,WASHBURN,STONE LAKE
T,STONE LAKE,STATE_REFERENDUM QUESTION_DEEDS,NO,48,WASHBURN,STONE LAKE
T,STONE LAKE,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,STONE LAKE
T,STONE LAKE,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,STONE LAKE
T,STONE LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,STONE LAKE
T,STONE LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,STONE LAKE
T,STONE LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,STONE LAKE
T,STONE LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,STONE LAKE
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,254,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,448,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,1,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,1,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,3,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,1,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",4,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,1,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,258,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,436,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,8,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,6,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,246,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,451,WASHBURN,TREGO
T,TREGO,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,TREGO
T,TREGO,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,253,WASHBURN,TREGO
T,TREGO,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,446,WASHBURN,TREGO
T,TREGO,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,TREGO
T,TREGO,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,520,WASHBURN,TREGO
T,TREGO,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,4,WASHBURN,TREGO
T,TREGO,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,576,WASHBURN,TREGO
T,TREGO,COUNTY_CLERK_ATTORNEY,SCATTERING,2,WASHBURN,TREGO
T,TREGO,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,576,WASHBURN,TREGO
T,TREGO,COUNTY_TREASURER_ATTORNEY,SCATTERING,1,WASHBURN,TREGO
T,TREGO,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,570,WASHBURN,TREGO
T,TREGO,COUNTY_REGISTER OF_DEEDS,SCATTERING,3,WASHBURN,TREGO
T,TREGO,STATE_REFERENDUM QUESTION_DEEDS,YES,522,WASHBURN,TREGO
T,TREGO,STATE_REFERENDUM QUESTION_DEEDS,NO,163,WASHBURN,TREGO
T,TREGO,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,TREGO
T,TREGO,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,TREGO
T,TREGO,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,TREGO
T,TREGO,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,TREGO
T,TREGO,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,TREGO
T,TREGO,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,TREGO
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,78,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,167,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,1,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",2,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,84,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,155,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,4,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,4,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,78,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,167,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,82,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,157,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,185,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,1,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,214,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,COUNTY_CLERK_ATTORNEY,SCATTERING,3,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,213,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,COUNTY_TREASURER_ATTORNEY,SCATTERING,3,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,212,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,COUNTY_REGISTER OF_DEEDS,SCATTERING,2,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,STATE_REFERENDUM QUESTION_DEEDS,YES,188,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,STATE_REFERENDUM QUESTION_DEEDS,NO,34,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,BIRCHWOOD
V,BIRCHWOOD,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,BIRCHWOOD
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,104,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,178,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,1,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,4,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",2,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,MINONG
V,MINONG,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,105,WASHBURN,MINONG
