reporting_unit,contest,votes,candidate,county,ctv,municipality
T SAXEVILLE,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,223,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,U.S. SENATOR ERIC HOVDE REPUBLICAN,447,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,12,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,9,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,"REP. IN CONGRESS, DIST. 6",195,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,"REP. IN CONGRESS, DIST. 6",471,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,"REP. TO ASSEMBLY, DIST. 57",205,RUTH CAVES DEMOCRATIC,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,"REP. TO ASSEMBLY, DIST. 57",379,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,SAXEVILLE
T SAXEVILLE,"REP. TO ASSEMBLY, DIST. 57",101,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,SAXEVILLE
T SPRINGWATER,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,356,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,U.S. SENATOR ERIC HOVDE REPUBLICAN,579,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,10,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,10,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,"REP. IN CONGRESS, DIST. 6",309,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,"REP. IN CONGRESS, DIST. 6",627,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,"REP. TO ASSEMBLY, DIST. 57",295,RUTH CAVES DEMOCRATIC,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,"REP. TO ASSEMBLY, DIST. 57",432,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,"REP. TO ASSEMBLY, DIST. 57",226,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,SPRINGWATER
T WARREN,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,121,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,WARREN
T WARREN,U.S. SENATOR ERIC HOVDE REPUBLICAN,270,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,WARREN
T WARREN,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,7,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,WARREN
T WARREN,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,3,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,WARREN
T WARREN,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,WARREN
T WARREN,"REP. IN CONGRESS, DIST. 6",101,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,WARREN
T WARREN,"REP. IN CONGRESS, DIST. 6",280,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,WARREN
T WARREN,"REP. TO ASSEMBLY, DIST. 57",108,RUTH CAVES DEMOCRATIC,WAUSHARA,T,WARREN
T WARREN,"REP. TO ASSEMBLY, DIST. 57",259,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,WARREN
T WARREN,"REP. TO ASSEMBLY, DIST. 57",25,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,WARREN
T WAUTOMA,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,242,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,T,WAUTOMA
T WAUTOMA,U.S. SENATOR ERIC HOVDE REPUBLICAN,471,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,T,WAUTOMA
T WAUTOMA,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,9,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,T,WAUTOMA
T WAUTOMA,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,2,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,T,WAUTOMA
T WAUTOMA,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,T,WAUTOMA
T WAUTOMA,"REP. IN CONGRESS, DIST. 6",211,JOHN ZARBANO DEMOCRATIC,WAUSHARA,T,WAUTOMA
T WAUTOMA,"REP. IN CONGRESS, DIST. 6",487,GLENN GROTHMAN REPUBLICAN,WAUSHARA,T,WAUTOMA
T WAUTOMA,"REP. TO ASSEMBLY, DIST. 57",219,RUTH CAVES DEMOCRATIC,WAUSHARA,T,WAUTOMA
T WAUTOMA,"REP. TO ASSEMBLY, DIST. 57",401,KEVIN PETERSEN REPUBLICAN,WAUSHARA,T,WAUTOMA
T WAUTOMA,"REP. TO ASSEMBLY, DIST. 57",90,DYLAN TESTIN INDEPENDENT,WAUSHARA,T,WAUTOMA
V COLOMA,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,73,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,V,COLOMA
V COLOMA,U.S. SENATOR ERIC HOVDE REPUBLICAN,175,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,V,COLOMA
V COLOMA,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,2,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,V,COLOMA
V COLOMA,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,5,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,V,COLOMA
V COLOMA,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,V,COLOMA
V COLOMA,"REP. IN CONGRESS, DIST. 6",72,JOHN ZARBANO DEMOCRATIC,WAUSHARA,V,COLOMA
V COLOMA,"REP. IN CONGRESS, DIST. 6",177,GLENN GROTHMAN REPUBLICAN,WAUSHARA,V,COLOMA
V COLOMA,"REP. TO ASSEMBLY, DIST. 57",67,RUTH CAVES DEMOCRATIC,WAUSHARA,V,COLOMA
V COLOMA,"REP. TO ASSEMBLY, DIST. 57",155,KEVIN PETERSEN REPUBLICAN,WAUSHARA,V,COLOMA
V COLOMA,"REP. TO ASSEMBLY, DIST. 57",32,DYLAN TESTIN INDEPENDENT,WAUSHARA,V,COLOMA
V HANCOCK,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,89,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,V,HANCOCK
V HANCOCK,U.S. SENATOR ERIC HOVDE REPUBLICAN,139,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,V,HANCOCK
V HANCOCK,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,6,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,V,HANCOCK
V HANCOCK,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,4,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,V,HANCOCK
V HANCOCK,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,V,HANCOCK
V HANCOCK,"REP. IN CONGRESS, DIST. 6",77,JOHN ZARBANO DEMOCRATIC,WAUSHARA,V,HANCOCK
V HANCOCK,"REP. IN CONGRESS, DIST. 6",149,GLENN GROTHMAN REPUBLICAN,WAUSHARA,V,HANCOCK
V HANCOCK,"REP. TO ASSEMBLY, DIST. 57",78,RUTH CAVES DEMOCRATIC,WAUSHARA,V,HANCOCK
V HANCOCK,"REP. TO ASSEMBLY, DIST. 57",115,KEVIN PETERSEN REPUBLICAN,WAUSHARA,V,HANCOCK
V HANCOCK,"REP. TO ASSEMBLY, DIST. 57",39,DYLAN TESTIN INDEPENDENT,WAUSHARA,V,HANCOCK
V LOHRVILLE,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,61,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,U.S. SENATOR ERIC HOVDE REPUBLICAN,161,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,7,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,3,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,"REP. IN CONGRESS, DIST. 6",55,JOHN ZARBANO DEMOCRATIC,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,"REP. IN CONGRESS, DIST. 6",171,GLENN GROTHMAN REPUBLICAN,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,"REP. TO ASSEMBLY, DIST. 57",45,RUTH CAVES DEMOCRATIC,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,"REP. TO ASSEMBLY, DIST. 57",159,KEVIN PETERSEN REPUBLICAN,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,"REP. TO ASSEMBLY, DIST. 57",23,DYLAN TESTIN INDEPENDENT,WAUSHARA,V,LOHRVILLE
V PLAINFIELD,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,164,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,U.S. SENATOR ERIC HOVDE REPUBLICAN,229,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,7,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,6,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,"REP. IN CONGRESS, DIST. 6",147,JOHN ZARBANO DEMOCRATIC,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,"REP. IN CONGRESS, DIST. 6",240,GLENN GROTHMAN REPUBLICAN,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,"REP. TO ASSEMBLY, DIST. 57",151,RUTH CAVES DEMOCRATIC,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,"REP. TO ASSEMBLY, DIST. 57",204,KEVIN PETERSEN REPUBLICAN,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,"REP. TO ASSEMBLY, DIST. 57",44,DYLAN TESTIN INDEPENDENT,WAUSHARA,V,PLAINFIELD
V REDGRANITE,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,180,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,V,REDGRANITE
V REDGRANITE,U.S. SENATOR ERIC HOVDE REPUBLICAN,320,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,V,REDGRANITE
V REDGRANITE,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,16,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,V,REDGRANITE
V REDGRANITE,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,10,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,V,REDGRANITE
V REDGRANITE,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,V,REDGRANITE
V REDGRANITE,"REP. IN CONGRESS, DIST. 6",153,JOHN ZARBANO DEMOCRATIC,WAUSHARA,V,REDGRANITE
V REDGRANITE,"REP. IN CONGRESS, DIST. 6",354,GLENN GROTHMAN REPUBLICAN,WAUSHARA,V,REDGRANITE
V REDGRANITE,"REP. TO ASSEMBLY, DIST. 57",146,RUTH CAVES DEMOCRATIC,WAUSHARA,V,REDGRANITE
V REDGRANITE,"REP. TO ASSEMBLY, DIST. 57",314,KEVIN PETERSEN REPUBLICAN,WAUSHARA,V,REDGRANITE
V REDGRANITE,"REP. TO ASSEMBLY, DIST. 57",54,DYLAN TESTIN INDEPENDENT,WAUSHARA,V,REDGRANITE
V WILD ROSE,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,189,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,V,WILD ROSE
V WILD ROSE,U.S. SENATOR ERIC HOVDE REPUBLICAN,229,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,V,WILD ROSE
V WILD ROSE,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,9,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,V,WILD ROSE
V WILD ROSE,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,9,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,V,WILD ROSE
V WILD ROSE,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,V,WILD ROSE
V WILD ROSE,"REP. IN CONGRESS, DIST. 6",175,JOHN ZARBANO DEMOCRATIC,WAUSHARA,V,WILD ROSE
V WILD ROSE,"REP. IN CONGRESS, DIST. 6",248,GLENN GROTHMAN REPUBLICAN,WAUSHARA,V,WILD ROSE
V WILD ROSE,"REP. TO ASSEMBLY, DIST. 57",162,RUTH CAVES DEMOCRATIC,WAUSHARA,V,WILD ROSE
V WILD ROSE,"REP. TO ASSEMBLY, DIST. 57",149,KEVIN PETERSEN REPUBLICAN,WAUSHARA,V,WILD ROSE
V WILD ROSE,"REP. TO ASSEMBLY, DIST. 57",126,DYLAN TESTIN INDEPENDENT,WAUSHARA,V,WILD ROSE
C BERLIN  W 7,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,13,U.S. SENATOR TAMMY BALDWIN DEMOCRATIC,WAUSHARA,C,BERLIN  
C BERLIN  W 7,U.S. SENATOR ERIC HOVDE REPUBLICAN,41,U.S. SENATOR ERIC HOVDE REPUBLICAN,WAUSHARA,C,BERLIN  
C BERLIN  W 7,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,1,U.S. SENATOR PHIL ANDERSON DISRUPT THE CORRUPTION,WAUSHARA,C,BERLIN  
C BERLIN  W 7,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,0,U.S. SENATOR THOMAS LEAGER AMERICA FIRST,WAUSHARA,C,BERLIN  
C BERLIN  W 7,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,0,U.S. SENATOR REGISTERED WRITE-IN JOHN SCHIESS INDEPENDENT,WAUSHARA,C,BERLIN  
C BERLIN  W 7,"REP. IN CONGRESS, DIST. 6",13,JOHN ZARBANO DEMOCRATIC,WAUSHARA,C,BERLIN  
C BERLIN  W 7,"REP. IN CONGRESS, DIST. 6",40,GLENN GROTHMAN REPUBLICAN,WAUSHARA,C,BERLIN  
C BERLIN  W 7,"REP. TO ASSEMBLY, DIST. 39",12,CHRIS GORDON DEMOCRATIC,WAUSHARA,C,BERLIN  
C BERLIN  W 7,"REP. TO ASSEMBLY, DIST. 39",41,ALEX DALLMAN REPUBLICAN,WAUSHARA,C,BERLIN  
T BLOOMFIELD,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,572,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,COUNTY CLERK MEGAN KAPP REPUBLICAN,589,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,589,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,584,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,STATE REFERENDUM ELIGIBILITY TO VOTE YES,575,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,BLOOMFIELD
T BLOOMFIELD,STATE REFERENDUM ELIGIBILITY TO VOTE NO,87,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,BLOOMFIELD
T COLOMA,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,368,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,COLOMA
T COLOMA,COUNTY CLERK MEGAN KAPP REPUBLICAN,374,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,COLOMA
T COLOMA,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,371,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,COLOMA
T COLOMA,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,375,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,COLOMA
T COLOMA,STATE REFERENDUM ELIGIBILITY TO VOTE YES,389,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,COLOMA
T COLOMA,STATE REFERENDUM ELIGIBILITY TO VOTE NO,66,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,COLOMA
T DAKOTA,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,514,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,DAKOTA
T DAKOTA,COUNTY CLERK MEGAN KAPP REPUBLICAN,530,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,DAKOTA
T DAKOTA,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,530,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,DAKOTA
T DAKOTA,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,534,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,DAKOTA
T DAKOTA,STATE REFERENDUM ELIGIBILITY TO VOTE YES,509,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,DAKOTA
T DAKOTA,STATE REFERENDUM ELIGIBILITY TO VOTE NO,102,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,DAKOTA
T DEERFIELD,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,403,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,DEERFIELD
T DEERFIELD,COUNTY CLERK MEGAN KAPP REPUBLICAN,413,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,DEERFIELD
T DEERFIELD,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,410,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,DEERFIELD
T DEERFIELD,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,412,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,DEERFIELD
T DEERFIELD,STATE REFERENDUM ELIGIBILITY TO VOTE YES,392,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,DEERFIELD
T DEERFIELD,STATE REFERENDUM ELIGIBILITY TO VOTE NO,101,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,DEERFIELD
T HANCOCK,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,295,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,HANCOCK
T HANCOCK,COUNTY CLERK MEGAN KAPP REPUBLICAN,299,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,HANCOCK
T HANCOCK,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,298,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,HANCOCK
T HANCOCK,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,298,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,HANCOCK
T HANCOCK,STATE REFERENDUM ELIGIBILITY TO VOTE YES,287,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,HANCOCK
T HANCOCK,STATE REFERENDUM ELIGIBILITY TO VOTE NO,57,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,HANCOCK
T LEON,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,813,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,LEON
T LEON,COUNTY CLERK MEGAN KAPP REPUBLICAN,822,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,LEON
T LEON,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,819,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,LEON
T LEON,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,817,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,LEON
T LEON,STATE REFERENDUM ELIGIBILITY TO VOTE YES,811,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,LEON
T LEON,STATE REFERENDUM ELIGIBILITY TO VOTE NO,171,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,LEON
T MARION,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,1114,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,MARION
T MARION,COUNTY CLERK MEGAN KAPP REPUBLICAN,1130,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,MARION
T MARION,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,1128,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,MARION
T MARION,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,1131,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,MARION
T MARION,STATE REFERENDUM ELIGIBILITY TO VOTE YES,1118,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,MARION
T MARION,STATE REFERENDUM ELIGIBILITY TO VOTE NO,229,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,MARION
T MT MORRIS,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,692,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,COUNTY CLERK MEGAN KAPP REPUBLICAN,709,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,712,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,712,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,STATE REFERENDUM ELIGIBILITY TO VOTE YES,682,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,MOUNT MORRIS
T MT MORRIS,STATE REFERENDUM ELIGIBILITY TO VOTE NO,135,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,MOUNT MORRIS
T OASIS,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,215,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,OASIS
T OASIS,COUNTY CLERK MEGAN KAPP REPUBLICAN,223,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,OASIS
T OASIS,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,222,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,OASIS
T OASIS,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,223,REGISTER OF DEEDS HEATHER SCHWERSENSKA REPUBLICAN,WAUSHARA,T,OASIS
T OASIS,STATE REFERENDUM ELIGIBILITY TO VOTE YES,207,STATE REFERENDUM ELIGIBILITY TO VOTE YES,WAUSHARA,T,OASIS
T OASIS,STATE REFERENDUM ELIGIBILITY TO VOTE NO,43,STATE REFERENDUM ELIGIBILITY TO VOTE NO,WAUSHARA,T,OASIS
T PLAINFIELD,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,259,DISTRICT ATTORNEY MATTHEW R. LEUSINK REPUBLICAN,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,COUNTY CLERK MEGAN KAPP REPUBLICAN,262,COUNTY CLERK MEGAN KAPP REPUBLICAN,WAUSHARA,T,PLAINFIELD
T PLAINFIELD,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,265,COUNTY TREASURER JESSICA JAEGER REPUBLICAN,WAUSHARA,T,PLAINFIELD
