rep_unit_2024,tract_GEOID,l2_count,prop_of_rep_unit_2024
BROWN - VILLAGE OF HOBART WARDS 8-11,55087940000,4,0.0024922118380062306
BROWN - VILLAGE OF HOWARD WARD 22,55009021600,4,1
"BROWN - VILLAGE OF HOWARD WARDS 1-2,9-14",55009020502,1245,0.2639949109414758
"BROWN - VILLAGE OF HOWARD WARDS 1-2,9-14",55009020504,429,0.09096692111959287
"BROWN - VILLAGE OF HOWARD WARDS 1-2,9-14",55009020505,1761,0.37340966921119595
"BROWN - VILLAGE OF HOWARD WARDS 1-2,9-14",55009020506,1281,0.27162849872773537
BROWN - VILLAGE OF HOWARD WARDS 15-17,55009020504,1855,0.8086312118570184
BROWN - VILLAGE OF HOWARD WARDS 15-17,55009020506,439,0.1913687881429817
"BROWN - VILLAGE OF HOWARD WARDS 3-6,21",55009020502,1326,0.6347534705600766
"BROWN - VILLAGE OF HOWARD WARDS 3-6,21",55009020505,763,0.3652465294399234
"BROWN - VILLAGE OF HOWARD WARDS 7-8,18-19",55009020504,1888,0.7486122125297383
"BROWN - VILLAGE OF HOWARD WARDS 7-8,18-19",55009020505,634,0.2513877874702617
"BROWN - VILLAGE OF PULASKI WARDS 1-3,6",55009021600,1874,1
BROWN - VILLAGE OF SUAMICO WARDS 1-3,55009020203,2379,1
BROWN - VILLAGE OF SUAMICO WARDS 4-6,55009020203,1403,0.4391236306729264
BROWN - VILLAGE OF SUAMICO WARDS 4-6,55009020204,1791,0.5605633802816902
BROWN - VILLAGE OF SUAMICO WARDS 4-6,55083101301,1,3.1298904538341156e-4
BROWN - VILLAGE OF SUAMICO WARDS 7-9,55009020203,534,0.21885245901639344
BROWN - VILLAGE OF SUAMICO WARDS 7-9,55009020204,1906,0.7811475409836065
BROWN - VILLAGE OF WRIGHTSTOWN WARDS 1-3,55009021400,1656,1
BUFFALO - CITY OF ALMA WARDS 1-2,55011960300,400,1
BUFFALO - CITY OF BUFFALO CITY WARDS 1-2,55011960400,615,1
BUFFALO - CITY OF FOUNTAIN CITY WARD 1,55011960500,414,1
BUFFALO - CITY OF MONDOVI WARDS 1-3,55011960100,12,0.00989282769991756
BUFFALO - CITY OF MONDOVI WARDS 1-3,55011960200,1201,0.9901071723000825
BUFFALO - TOWN OF ALMA WARD 1,55011960300,31,0.16489361702127658
BUFFALO - TOWN OF ALMA WARD 1,55011960400,157,0.8351063829787234
BUFFALO - TOWN OF BELVIDERE WARD 1,55011960300,44,0.16296296296296298
BUFFALO - TOWN OF BELVIDERE WARD 1,55011960400,222,0.8222222222222222
BUFFALO - TOWN OF BELVIDERE WARD 1,55011960500,4,0.014814814814814815
BUFFALO - TOWN OF BUFFALO WARD 1,55011960500,489,1
BUFFALO - TOWN OF CANTON WARD 1,55011960100,151,0.8988095238095238
BUFFALO - TOWN OF CANTON WARD 1,55011960300,17,0.10119047619047619
BUFFALO - TOWN OF CROSS WARD 1,55011960500,246,1
BUFFALO - TOWN OF DOVER WARD 1,55011960100,238,1
BUFFALO - TOWN OF GILMANTON WARD 1,55011960100,212,0.8760330578512396
BUFFALO - TOWN OF GILMANTON WARD 1,55011960400,30,0.12396694214876033
BUFFALO - TOWN OF GLENCOE WARD 1,55011960100,11,0.05069124423963134
BUFFALO - TOWN OF GLENCOE WARD 1,55011960500,206,0.9493087557603687
BUFFALO - TOWN OF LINCOLN WARD 1,55011960100,4,0.03278688524590164
BUFFALO - TOWN OF LINCOLN WARD 1,55011960400,111,0.9098360655737705
BUFFALO - TOWN OF LINCOLN WARD 1,55011960500,7,0.05737704918032787
BUFFALO - TOWN OF MAXVILLE WARD 1,55011960300,201,1
BUFFALO - TOWN OF MILTON WARD 1,55011960400,73,0.1994535519125683
BUFFALO - TOWN OF MILTON WARD 1,55011960500,293,0.8005464480874317
BUFFALO - TOWN OF MODENA WARD 1,55011960100,139,0.8128654970760234
BUFFALO - TOWN OF MODENA WARD 1,55011960300,17,0.09941520467836257
BUFFALO - TOWN OF MODENA WARD 1,55011960400,15,0.08771929824561403
BUFFALO - TOWN OF MONDOVI WARD 1,55011960100,220,0.8118081180811808
BUFFALO - TOWN OF MONDOVI WARD 1,55011960200,51,0.1881918819188192
BUFFALO - TOWN OF MONTANA WARD 1,55011960100,117,0.7548387096774194
BUFFALO - TOWN OF MONTANA WARD 1,55011960400,27,0.17419354838709677
BUFFALO - TOWN OF MONTANA WARD 1,55011960500,11,0.07096774193548387
BUFFALO - TOWN OF NAPLES WARD 1,55011960100,358,0.8364485981308412
BUFFALO - TOWN OF NAPLES WARD 1,55011960200,70,0.16355140186915887
BUFFALO - TOWN OF NELSON WARD 1,55011960300,369,0.9946091644204852
BUFFALO - TOWN OF NELSON WARD 1,55011960400,2,0.005390835579514825
BUFFALO - TOWN OF WAUMANDEE WARD 1,55011960100,15,0.04792332268370607
BUFFALO - TOWN OF WAUMANDEE WARD 1,55011960400,29,0.0926517571884984
BUFFALO - TOWN OF WAUMANDEE WARD 1,55011960500,269,0.8594249201277955
BUFFALO - VILLAGE OF COCHRANE WARD 1,55011960400,259,1
BUFFALO - VILLAGE OF NELSON WARD 1,55011960300,139,1
BURNETT - TOWN OF ANDERSON WARD 1,55013971000,265,1
BURNETT - TOWN OF BLAINE WARD 1,55013970400,154,1
BURNETT - TOWN OF DANIELS WARD 1,55013970800,421,1
BURNETT - TOWN OF DEWEY WARD 1,55013970600,292,1
BURNETT - TOWN OF GRANTSBURG WARDS 1-3,55013970900,619,0.9364599092284418
BURNETT - TOWN OF GRANTSBURG WARDS 1-3,55013971000,42,0.06354009077155824
BURNETT - TOWN OF JACKSON WARDS 1-2,55013970400,506,0.7238912732474965
BURNETT - TOWN OF JACKSON WARDS 1-2,55013970600,193,0.2761087267525036
BURNETT - TOWN OF LA FOLLETTE WARDS 1-2,55013970600,172,0.5043988269794721
BURNETT - TOWN OF LA FOLLETTE WARDS 1-2,55013970700,169,0.49560117302052786
BURNETT - TOWN OF LINCOLN WARD 1,55013970700,97,0.49238578680203043
BURNETT - TOWN OF LINCOLN WARD 1,55013970800,97,0.49238578680203043
BURNETT - TOWN OF LINCOLN WARD 1,55013970900,3,0.015228426395939087
BURNETT - TOWN OF MEENON WARDS 1-3,55013970400,300,0.430416068866571
BURNETT - TOWN OF MEENON WARDS 1-3,55013970700,363,0.5208034433285509
BURNETT - TOWN OF MEENON WARDS 1-3,55013970800,34,0.04878048780487805
BURNETT - TOWN OF OAKLAND WARDS 1-2,55013970400,435,0.6058495821727019
BURNETT - TOWN OF OAKLAND WARDS 1-2,55013970700,283,0.39415041782729804
BURNETT - TOWN OF ROOSEVELT WARD 1,55013970600,125,1
BURNETT - TOWN OF RUSK WARDS 1-2,55013970400,64,0.24060150375939848
BURNETT - TOWN OF RUSK WARDS 1-2,55013970600,202,0.7593984962406015
BURNETT - TOWN OF SAND LAKE WARDS 1-2,55013970400,67,0.20303030303030303
BURNETT - TOWN OF SAND LAKE WARDS 1-2,55013970600,236,0.7151515151515152
BURNETT - TOWN OF SAND LAKE WARDS 1-2,55013970700,27,0.08181818181818182
BURNETT - TOWN OF SCOTT WARDS 1-2,55013970400,423,1
BURNETT - TOWN OF SIREN WARDS 1-3,55013970700,247,0.4158249158249158
BURNETT - TOWN OF SIREN WARDS 1-3,55013970800,347,0.5841750841750841
BURNETT - TOWN OF SWISS WARD 1,55013970400,338,0.689795918367347
BURNETT - TOWN OF SWISS WARD 1,55013970700,152,0.31020408163265306
BURNETT - TOWN OF TRADE LAKE WARDS 1-2,55013971000,574,1
BURNETT - TOWN OF UNION WARD 1,55013970700,259,1
BURNETT - TOWN OF WEBB LAKE WARD 1,55013970400,338,1
BURNETT - TOWN OF WEST MARSHLAND WARD 1,55013970900,218,1
BURNETT - TOWN OF WOOD RIVER WARDS 1-2,55013970800,39,0.06927175843694494
BURNETT - TOWN OF WOOD RIVER WARDS 1-2,55013970900,109,0.1936056838365897
BURNETT - TOWN OF WOOD RIVER WARDS 1-2,55013971000,415,0.7371225577264654
BURNETT - VILLAGE OF GRANTSBURG WARDS 1-2,55013970900,644,1
BURNETT - VILLAGE OF SIREN WARDS 1-2,55013970800,409,1
BURNETT - VILLAGE OF WEBSTER WARD 1,55013970400,288,0.9568106312292359
BURNETT - VILLAGE OF WEBSTER WARD 1,55013970700,13,0.04318936877076412
CALUMET - CITY OF APPLETON WARD 13,55015020304,1167,1
CALUMET - CITY OF APPLETON WARD 14,55015020800,405,1
CALUMET - CITY OF APPLETON WARD 15,55015020800,175,1
CALUMET - CITY OF APPLETON WARD 25,55015020303,649,0.5905368516833485
CALUMET - CITY OF APPLETON WARD 25,55015020304,450,0.4094631483166515
CALUMET - CITY OF APPLETON WARD 44,55015020303,1162,1
CALUMET - CITY OF APPLETON WARD 45,55015020800,1041,1
CALUMET - CITY OF APPLETON WARD 46,55015020800,458,1
CALUMET - CITY OF BRILLION WARDS 1-6,55015020100,1629,1
CALUMET - CITY OF CHILTON WARDS 1-5,55015020200,43,0.022799575821845174
CALUMET - CITY OF CHILTON WARDS 1-5,55015020500,1843,0.9772004241781548
CALUMET - CITY OF KIEL WARD 7,55015020600,218,1
CALUMET - CITY OF MENASHA WARDS 14-16,55015020308,1196,0.6412868632707774
CALUMET - CITY OF MENASHA WARDS 14-16,55015020800,669,0.3587131367292225
CALUMET - CITY OF NEW HOLSTEIN WARDS 1-5,55015020600,1752,1
CALUMET - TOWN OF BRILLION WARDS 1-2,55015020100,943,1
CALUMET - TOWN OF BROTHERTOWN WARDS 1-2,55015020400,841,1
CALUMET - TOWN OF CHARLESTOWN WARD 1,55015020200,428,0.8861283643892339
CALUMET - TOWN OF CHARLESTOWN WARD 1,55015020500,55,0.11387163561076605
CALUMET - TOWN OF CHILTON WARDS 1-3,55015020500,722,1
CALUMET - TOWN OF NEW HOLSTEIN WARDS 1-2,55015020600,857,1
CALUMET - TOWN OF RANTOUL WARD 1,55015020200,462,1
CALUMET - TOWN OF STOCKBRIDGE WARDS 1-2,55015020400,1028,1
CALUMET - TOWN OF WOODVILLE WARD 1,55015020200,563,1
"CALUMET - VILLAGE OF HARRISON WARDS 10-12,14",55015020306,2302,0.9062992125984252
"CALUMET - VILLAGE OF HARRISON WARDS 10-12,14",55015020308,238,0.09370078740157481
"CALUMET - VILLAGE OF HARRISON WARDS 3-9,13",55015020308,1301,0.2782887700534759
"CALUMET - VILLAGE OF HARRISON WARDS 3-9,13",55015020700,2551,0.545668449197861
"CALUMET - VILLAGE OF HARRISON WARDS 3-9,13",55015020800,823,0.1760427807486631
CALUMET - VILLAGE OF HILBERT WARDS 1-2,55015020200,564,1
CALUMET - VILLAGE OF POTTER WARD 1,55015020200,154,1
CALUMET - VILLAGE OF SHERWOOD WARDS 1-5,55015020306,2215,1
CALUMET - VILLAGE OF STOCKBRIDGE WARD 1,55015020400,424,1
CHIPPEWA - CITY OF BLOOMER WARDS 1-4,55017011200,1984,1
"CHIPPEWA - CITY OF CHIPPEWA FALLS WARDS 1-2,9-10",55017010500,1580,1
"CHIPPEWA - CITY OF CHIPPEWA FALLS WARDS 11-14,16",55017010200,1200,0.5882352941176471
"CHIPPEWA - CITY OF CHIPPEWA FALLS WARDS 11-14,16",55017010500,451,0.221078431372549
"CHIPPEWA - CITY OF CHIPPEWA FALLS WARDS 11-14,16",55017010700,389,0.1906862745098039
"CHIPPEWA - CITY OF CHIPPEWA FALLS WARDS 3,4-6,15",55017010300,1720,0.7706093189964157
"CHIPPEWA - CITY OF CHIPPEWA FALLS WARDS 3,4-6,15",55017010400,376,0.16845878136200718
"CHIPPEWA - CITY OF CHIPPEWA FALLS WARDS 3,4-6,15",55017010500,136,0.06093189964157706
CHIPPEWA - CITY OF CHIPPEWA FALLS WARDS 8-7,55017010300,951,1
CHIPPEWA - CITY OF CORNELL WARDS 1-4,55017010900,3,0.004267425320056899
CHIPPEWA - CITY OF CORNELL WARDS 1-4,55017011001,700,0.9957325746799431
CHIPPEWA - CITY OF EAU CLAIRE WARD 16,55017010100,917,0.9945770065075922
CHIPPEWA - CITY OF EAU CLAIRE WARD 16,55035000502,5,0.005422993492407809
CHIPPEWA - CITY OF EAU CLAIRE WARD 40,55017010400,5,1
CHIPPEWA - CITY OF EAU CLAIRE WARD 41,55017010400,104,1
"CHIPPEWA - CITY OF STANLEY WARDS 1-6,9",55017010800,15,0.015527950310559006
"CHIPPEWA - CITY OF STANLEY WARDS 1-6,9",55017010900,951,0.984472049689441
CHIPPEWA - TOWN OF ANSON WARDS 1-3,55017010700,285,0.1875
CHIPPEWA - TOWN OF ANSON WARDS 1-3,55017010800,165,0.10855263157894737
CHIPPEWA - TOWN OF ANSON WARDS 1-3,55017011001,28,0.018421052631578946
CHIPPEWA - TOWN OF ANSON WARDS 1-3,55017011002,1042,0.6855263157894737
CHIPPEWA - TOWN OF ARTHUR WARD 1,55017010900,38,0.09547738693467336
CHIPPEWA - TOWN OF ARTHUR WARD 1,55017011001,357,0.8969849246231156
CHIPPEWA - TOWN OF ARTHUR WARD 1,55017011002,3,0.007537688442211055
CHIPPEWA - TOWN OF AUBURN WARD 1,55017011100,268,0.67
CHIPPEWA - TOWN OF AUBURN WARD 1,55017011200,132,0.33
CHIPPEWA - TOWN OF BIRCH CREEK WARD 1,55017011001,61,0.17941176470588235
CHIPPEWA - TOWN OF BIRCH CREEK WARD 1,55017011100,279,0.8205882352941176
CHIPPEWA - TOWN OF BLOOMER WARDS 1-2,55017011002,6,0.009900990099009901
CHIPPEWA - TOWN OF BLOOMER WARDS 1-2,55017011100,573,0.9455445544554455
CHIPPEWA - TOWN OF BLOOMER WARDS 1-2,55017011200,27,0.04455445544554455
CHIPPEWA - TOWN OF CLEVELAND WARD 1,55017011001,127,0.27370689655172414
CHIPPEWA - TOWN OF CLEVELAND WARD 1,55017011002,176,0.3793103448275862
CHIPPEWA - TOWN OF CLEVELAND WARD 1,55017011100,161,0.34698275862068967
CHIPPEWA - TOWN OF COLBURN WARD 1,55017010900,446,1
CHIPPEWA - TOWN OF COOKS VALLEY WARD 1,55017011200,434,1
CHIPPEWA - TOWN OF DELMAR WARDS 1-2,55017010800,137,0.2589792060491493
CHIPPEWA - TOWN OF DELMAR WARDS 1-2,55017010900,392,0.7410207939508506
CHIPPEWA - TOWN OF EAGLE POINT WARD 6,55017010500,187,1
CHIPPEWA - TOWN OF EAGLE POINT WARDS 1-5,55017010400,243,0.1261682242990654
CHIPPEWA - TOWN OF EAGLE POINT WARDS 1-5,55017010500,122,0.06334371754932502
CHIPPEWA - TOWN OF EAGLE POINT WARDS 1-5,55017011002,1380,0.7165109034267912
CHIPPEWA - TOWN OF EAGLE POINT WARDS 1-5,55017011200,181,0.09397715472481828
CHIPPEWA - TOWN OF EDSON WARDS 1-2,55017010800,508,1
CHIPPEWA - TOWN OF ESTELLA WARDS 1-2,55017010900,77,0.31950207468879666
CHIPPEWA - TOWN OF ESTELLA WARDS 1-2,55017011001,164,0.6804979253112033
CHIPPEWA - TOWN OF GOETZ WARDS 1-2,55017010800,217,0.4288537549407115
CHIPPEWA - TOWN OF GOETZ WARDS 1-2,55017010900,67,0.1324110671936759
CHIPPEWA - TOWN OF GOETZ WARDS 1-2,55017011001,216,0.4268774703557312
CHIPPEWA - TOWN OF GOETZ WARDS 1-2,55017011002,6,0.011857707509881422
CHIPPEWA - TOWN OF HALLIE WARD 1,55017010200,16,0.14545454545454545
CHIPPEWA - TOWN OF HALLIE WARD 1,55017010500,1,0.00909090909090909
CHIPPEWA - TOWN OF HALLIE WARD 1,55017010700,93,0.8454545454545455
CHIPPEWA - TOWN OF HOWARD WARD 1,55017010400,366,0.7672955974842768
CHIPPEWA - TOWN OF HOWARD WARD 1,55017011200,111,0.23270440251572327
CHIPPEWA - TOWN OF LAFAYETTE WARDS 1-9,55017010500,82,0.020775272358753483
CHIPPEWA - TOWN OF LAFAYETTE WARDS 1-9,55017010700,3386,0.857866734228528
CHIPPEWA - TOWN OF LAFAYETTE WARDS 1-9,55017010800,479,0.12135799341271852
CHIPPEWA - TOWN OF LAKE HOLCOMBE WARDS 1-2,55017010900,245,0.38522012578616355
CHIPPEWA - TOWN OF LAKE HOLCOMBE WARDS 1-2,55017011001,90,0.14150943396226415
CHIPPEWA - TOWN OF LAKE HOLCOMBE WARDS 1-2,55017011100,301,0.47327044025157233
CHIPPEWA - TOWN OF RUBY WARD 1,55017010900,240,0.9917355371900827
CHIPPEWA - TOWN OF RUBY WARD 1,55119960300,2,0.008264462809917356
CHIPPEWA - TOWN OF SAMPSON WARD 1,55017011100,628,1
CHIPPEWA - TOWN OF SIGEL WARDS 1-2,55017010800,606,1
CHIPPEWA - TOWN OF TILDEN WARDS 1-3,55017010400,618,0.622356495468278
CHIPPEWA - TOWN OF TILDEN WARDS 1-3,55017011200,375,0.3776435045317221
CHIPPEWA - TOWN OF WHEATON WARDS 1-3,55017010300,57,0.03302433371958285
CHIPPEWA - TOWN OF WHEATON WARDS 1-3,55017010400,1666,0.9652375434530707
CHIPPEWA - TOWN OF WHEATON WARDS 1-3,55033970400,3,0.0017381228273464658
CHIPPEWA - TOWN OF WOODMOHR WARDS 1-2,55017011200,610,1
CHIPPEWA - VILLAGE OF BOYD WARD 1,55017010800,292,1
CHIPPEWA - VILLAGE OF CADOTT WARDS 1-2,55017010800,657,1
CHIPPEWA - VILLAGE OF LAKE HALLIE WARDS 1-10,55017010100,716,0.18936789209203914
CHIPPEWA - VILLAGE OF LAKE HALLIE WARDS 1-10,55017010200,2465,0.6519439301772018
CHIPPEWA - VILLAGE OF LAKE HALLIE WARDS 1-10,55017010700,600,0.15868817773075905
CHIPPEWA - VILLAGE OF NEW AUBURN WARD 1,55017011100,229,1
CLARK - CITY OF ABBOTSFORD WARDS 2-5,55019950100,579,1
CLARK - CITY OF COLBY WARDS 2-3,55019950100,515,1
CLARK - CITY OF GREENWOOD WARDS 1-2,55019950400,518,1
CLARK - CITY OF LOYAL WARDS 1-2,55019950500,599,1
CLARK - CITY OF NEILLSVILLE WARD 1,55019950700,188,1
CLARK - CITY OF NEILLSVILLE WARD 2,55019950700,330,1
CLARK - CITY OF NEILLSVILLE WARD 3,55019950700,246,1
CLARK - CITY OF NEILLSVILLE WARD 4,55019950700,179,1
CLARK - CITY OF NEILLSVILLE WARD 5,55019950700,151,1
CLARK - CITY OF OWEN WARDS 1-3,55019950200,431,1
CLARK - CITY OF THORP WARDS 1-4,55019950300,725,1
CLARK - TOWN OF BEAVER WARD 1,55019950500,290,1
CLARK - TOWN OF BUTLER WARD 1,55019950400,66,1
CLARK - TOWN OF COLBY WARDS 1-3,55019950100,80,0.291970802919708
CLARK - TOWN OF COLBY WARDS 1-3,55019950200,115,0.4197080291970803
CLARK - TOWN OF COLBY WARDS 1-3,55019950500,79,0.28832116788321166
CLARK - TOWN OF DEWHURST WARD 1,55019950800,244,1
CLARK - TOWN OF EATON WARDS 1-2,55019950400,202,0.7013888888888888
CLARK - TOWN OF EATON WARDS 1-2,55019950800,86,0.2986111111111111
CLARK - TOWN OF FOSTER WARD 1,55019950400,14,0.1917808219178082
CLARK - TOWN OF FOSTER WARD 1,55019950800,59,0.8082191780821918
CLARK - TOWN OF FREMONT WARDS 1-2,55019950600,534,1
CLARK - TOWN OF GRANT WARDS 1-2,55019950600,401,0.9435294117647058
CLARK - TOWN OF GRANT WARDS 1-2,55019950700,24,0.05647058823529412
CLARK - TOWN OF GREEN GROVE WARDS 1-2,55019950200,241,0.7980132450331126
CLARK - TOWN OF GREEN GROVE WARDS 1-2,55019950500,61,0.20198675496688742
CLARK - TOWN OF HENDREN WARD 1,55019950400,96,0.4343891402714932
CLARK - TOWN OF HENDREN WARD 1,55019950800,125,0.5656108597285068
CLARK - TOWN OF HEWETT WARDS 1-2,55019950800,200,1
CLARK - TOWN OF HIXON WARDS 1-2,55019950200,201,0.8516949152542372
CLARK - TOWN OF HIXON WARDS 1-2,55019950300,35,0.1483050847457627
CLARK - TOWN OF HOARD WARDS 1-2,55019950200,232,1
CLARK - TOWN OF LEVIS WARDS 1-2,55019950800,267,1
CLARK - TOWN OF LONGWOOD WARDS 1-3,55019950200,143,0.5789473684210527
CLARK - TOWN OF LONGWOOD WARDS 1-3,55019950300,20,0.08097165991902834
CLARK - TOWN OF LONGWOOD WARDS 1-3,55019950400,84,0.340080971659919
CLARK - TOWN OF LOYAL WARDS 1-2,55019950400,1,0.003424657534246575
CLARK - TOWN OF LOYAL WARDS 1-2,55019950500,257,0.8801369863013698
CLARK - TOWN OF LOYAL WARDS 1-2,55019950600,34,0.11643835616438356
CLARK - TOWN OF LYNN WARDS 1-2,55019950600,272,1
CLARK - TOWN OF MAYVILLE WARDS 1-2,55019950100,372,0.986737400530504
CLARK - TOWN OF MAYVILLE WARDS 1-2,55019950200,5,0.013262599469496022
CLARK - TOWN OF MEAD WARD 1,55019950400,155,1
CLARK - TOWN OF MENTOR WARD 1,55019950800,258,1
CLARK - TOWN OF PINE VALLEY WARDS 1-2,55019950700,363,0.5426008968609866
CLARK - TOWN OF PINE VALLEY WARDS 1-2,55019950800,306,0.45739910313901344
CLARK - TOWN OF RESEBURG WARDS 1-2,55019950300,92,0.4946236559139785
CLARK - TOWN OF RESEBURG WARDS 1-2,55019950400,94,0.5053763440860215
CLARK - TOWN OF SEIF WARD 1,55019950800,124,1
CLARK - TOWN OF SHERMAN WARDS 1-2,55019950500,326,0.9673590504451038
CLARK - TOWN OF SHERMAN WARDS 1-2,55019950600,11,0.032640949554896145
CLARK - TOWN OF SHERWOOD WARD 1,55019950600,156,1
CLARK - TOWN OF THORP WARDS 1-2,55019950300,326,1
CLARK - TOWN OF UNITY WARD 1,55019950500,326,1
CLARK - TOWN OF WARNER WARDS 1-2,55019950400,245,1
CLARK - TOWN OF WASHBURN WARD 1,55019950600,153,0.9216867469879518
CLARK - TOWN OF WASHBURN WARD 1,55019950800,13,0.0783132530120482
CLARK - TOWN OF WESTON WARDS 1-2,55019950600,14,0.04375
CLARK - TOWN OF WESTON WARDS 1-2,55019950700,175,0.546875
CLARK - TOWN OF WESTON WARDS 1-2,55019950800,131,0.409375
CLARK - TOWN OF WITHEE WARDS 1-2,55019950300,323,1
CLARK - TOWN OF WORDEN WARD 1,55019950300,132,0.5076923076923077
CLARK - TOWN OF WORDEN WARD 1,55019950400,128,0.49230769230769234
CLARK - TOWN OF YORK WARDS 1-2,55019950600,336,0.9491525423728814
CLARK - TOWN OF YORK WARDS 1-2,55019950700,18,0.05084745762711865
CLARK - VILLAGE OF CURTISS WARD 1,55019950200,43,1
CLARK - VILLAGE OF DORCHESTER WARD 1,55019950100,292,1
CLARK - VILLAGE OF GRANTON WARD 1,55019950600,187,1
CLARK - VILLAGE OF UNITY WARD 1,55019950500,66,1
CLARK - VILLAGE OF WITHEE WARD 1,55019950200,229,1
"COLUMBIA - CITY OF COLUMBUS WARDS 1-8,10",55021971100,2,6.978367062107466e-4
"COLUMBIA - CITY OF COLUMBUS WARDS 1-8,10",55021971200,2864,0.9993021632937893
COLUMBIA - CITY OF LODI WARDS 1-5,55021970800,1957,1
COLUMBIA - CITY OF PORTAGE WARDS 1-3,55021970401,48,0.0350109409190372
COLUMBIA - CITY OF PORTAGE WARDS 1-3,55021970402,39,0.028446389496717725
COLUMBIA - CITY OF PORTAGE WARDS 1-3,55021970500,1246,0.9088256746900073
COLUMBIA - CITY OF PORTAGE WARDS 1-3,55021970600,38,0.027716994894237783
COLUMBIA - CITY OF PORTAGE WARDS 4-6,55021970402,844,0.5877437325905293
COLUMBIA - CITY OF PORTAGE WARDS 4-6,55021970500,592,0.41225626740947074
COLUMBIA - CITY OF PORTAGE WARDS 7-11,55021970401,625,0.47063253012048195
COLUMBIA - CITY OF PORTAGE WARDS 7-11,55021970402,703,0.5293674698795181
"COLUMBIA - CITY OF WISCONSIN DELLS WARDS 1-3,6",55021970300,1141,1
COLUMBIA - TOWN OF ARLINGTON WARD 1,55021970700,18,0.03428571428571429
COLUMBIA - TOWN OF ARLINGTON WARD 1,55021970800,102,0.19428571428571428
COLUMBIA - TOWN OF ARLINGTON WARD 1,55021970900,400,0.7619047619047619
COLUMBIA - TOWN OF ARLINGTON WARD 1,55021971000,5,0.009523809523809525
COLUMBIA - TOWN OF CALEDONIA WARDS 1-2,55021970402,170,0.18027571580063625
COLUMBIA - TOWN OF CALEDONIA WARDS 1-2,55021970600,773,0.8197242841993637
COLUMBIA - TOWN OF COLUMBUS WARD 1,55021971100,227,0.628808864265928
COLUMBIA - TOWN OF COLUMBUS WARD 1,55021971200,134,0.37119113573407203
COLUMBIA - TOWN OF COURTLAND WARD 1,55021970100,291,1
COLUMBIA - TOWN OF DEKORRA WARDS 1-4,55021970200,48,0.027858386535113175
COLUMBIA - TOWN OF DEKORRA WARDS 1-4,55021970600,134,0.07777132907719095
COLUMBIA - TOWN OF DEKORRA WARDS 1-4,55021970700,1273,0.738827626233314
COLUMBIA - TOWN OF DEKORRA WARDS 1-4,55021970900,223,0.1294254207777133
COLUMBIA - TOWN OF DEKORRA WARDS 1-4,55021971000,45,0.0261172373766686
COLUMBIA - TOWN OF FORT WINNEBAGO WARD 1,55021970200,11,0.019642857142857142
COLUMBIA - TOWN OF FORT WINNEBAGO WARD 1,55021970300,37,0.06607142857142857
COLUMBIA - TOWN OF FORT WINNEBAGO WARD 1,55021970401,22,0.039285714285714285
COLUMBIA - TOWN OF FORT WINNEBAGO WARD 1,55021970500,10,0.017857142857142856
COLUMBIA - TOWN OF FORT WINNEBAGO WARD 1,55021970600,480,0.8571428571428571
COLUMBIA - TOWN OF FOUNTAIN PRAIRIE WARDS 1-2,55021970100,10,0.017391304347826087
COLUMBIA - TOWN OF FOUNTAIN PRAIRIE WARDS 1-2,55021971000,5,0.008695652173913044
COLUMBIA - TOWN OF FOUNTAIN PRAIRIE WARDS 1-2,55021971100,560,0.9739130434782609
COLUMBIA - TOWN OF HAMPDEN WARD 1,55021971000,9,0.0215311004784689
COLUMBIA - TOWN OF HAMPDEN WARD 1,55021971100,409,0.9784688995215312
COLUMBIA - TOWN OF LEEDS WARDS 1-2,55021970900,18,0.03536345776031434
COLUMBIA - TOWN OF LEEDS WARDS 1-2,55021971000,470,0.9233791748526523
COLUMBIA - TOWN OF LEEDS WARDS 1-2,55021971100,21,0.0412573673870334
COLUMBIA - TOWN OF LEWISTON WARDS 1-3,55021970300,564,0.8115107913669065
COLUMBIA - TOWN OF LEWISTON WARDS 1-3,55021970401,130,0.18705035971223022
COLUMBIA - TOWN OF LEWISTON WARDS 1-3,55021970402,1,0.0014388489208633094
COLUMBIA - TOWN OF LODI WARDS 1-5,55021970800,270,0.11658031088082901
COLUMBIA - TOWN OF LODI WARDS 1-5,55021970900,2046,0.883419689119171
COLUMBIA - TOWN OF LOWVILLE WARDS 1-2,55021970700,19,0.02664796633941094
COLUMBIA - TOWN OF LOWVILLE WARDS 1-2,55021971000,694,0.9733520336605891
COLUMBIA - TOWN OF MARCELLON WARDS 1-2,55021970100,28,0.05008944543828265
COLUMBIA - TOWN OF MARCELLON WARDS 1-2,55021970200,472,0.8443649373881932
COLUMBIA - TOWN OF MARCELLON WARDS 1-2,55021970600,56,0.1001788908765653
