reporting_unit,county,rep_unit_2024,tract_GEOID,prop_of_rep_unit_2024
CITY OF GREEN BAY WARD 20,BROWN,BROWN - CITY OF GREEN BAY WARD 20,55009001802,0.2903930131004367
CITY OF GREEN BAY WARD 21,BROWN,BROWN - CITY OF GREEN BAY WARD 21,55009000900,0.17894736842105263
CITY OF GREEN BAY WARD 21,BROWN,BROWN - CITY OF GREEN BAY WARD 21,55009001100,0.018421052631578946
CITY OF GREEN BAY WARD 21,BROWN,BROWN - CITY OF GREEN BAY WARD 21,55009001701,0.7934210526315789
CITY OF GREEN BAY WARD 21,BROWN,BROWN - CITY OF GREEN BAY WARD 21,55009001702,0.009210526315789473
CITY OF GREEN BAY WARD 22,BROWN,BROWN - CITY OF GREEN BAY WARD 22,55009000900,0.9086378737541528
CITY OF GREEN BAY WARD 22,BROWN,BROWN - CITY OF GREEN BAY WARD 22,55009001100,0.036544850498338874
CITY OF GREEN BAY WARD 22,BROWN,BROWN - CITY OF GREEN BAY WARD 22,55009001802,0.054817275747508304
CITY OF GREEN BAY WARD 23,BROWN,BROWN - CITY OF GREEN BAY WARD 23,55009000900,0.6428571428571429
CITY OF GREEN BAY WARD 23,BROWN,BROWN - CITY OF GREEN BAY WARD 23,55009001100,0.35714285714285715
CITY OF GREEN BAY WARD 24,BROWN,BROWN - CITY OF GREEN BAY WARD 24,55009001100,1
CITY OF GREEN BAY WARD 25,BROWN,BROWN - CITY OF GREEN BAY WARD 25,55009001000,0.17894736842105263
CITY OF GREEN BAY WARD 25,BROWN,BROWN - CITY OF GREEN BAY WARD 25,55009001200,0.6842105263157895
CITY OF GREEN BAY WARD 25,BROWN,BROWN - CITY OF GREEN BAY WARD 25,55009001300,0.07819548872180451
CITY OF GREEN BAY WARD 25,BROWN,BROWN - CITY OF GREEN BAY WARD 25,55009001400,0.058646616541353384
CITY OF GREEN BAY WARD 26,BROWN,BROWN - CITY OF GREEN BAY WARD 26,55009000100,1
CITY OF GREEN BAY WARD 27,BROWN,BROWN - CITY OF GREEN BAY WARD 27,55009000200,0.8440251572327044
CITY OF GREEN BAY WARD 27,BROWN,BROWN - CITY OF GREEN BAY WARD 27,55009000500,0.1559748427672956
CITY OF GREEN BAY WARD 28,BROWN,BROWN - CITY OF GREEN BAY WARD 28,55009000401,0.4479591836734694
CITY OF GREEN BAY WARD 28,BROWN,BROWN - CITY OF GREEN BAY WARD 28,55009000500,0.18571428571428572
CITY OF GREEN BAY WARD 28,BROWN,BROWN - CITY OF GREEN BAY WARD 28,55009000600,0.3142857142857143
CITY OF GREEN BAY WARD 28,BROWN,BROWN - CITY OF GREEN BAY WARD 28,55009000700,0.05204081632653061
CITY OF GREEN BAY WARD 29,BROWN,BROWN - CITY OF GREEN BAY WARD 29,55009000401,1
CITY OF GREEN BAY WARD 3,BROWN,BROWN - CITY OF GREEN BAY WARD 3,55009001802,1
CITY OF GREEN BAY WARD 30,BROWN,BROWN - CITY OF GREEN BAY WARD 30,55009000600,0.7282850779510023
CITY OF GREEN BAY WARD 30,BROWN,BROWN - CITY OF GREEN BAY WARD 30,55009000700,0.2717149220489978
CITY OF GREEN BAY WARD 31,BROWN,BROWN - CITY OF GREEN BAY WARD 31,55009000402,0.47882136279926335
CITY OF GREEN BAY WARD 31,BROWN,BROWN - CITY OF GREEN BAY WARD 31,55009000600,0.4732965009208103
CITY OF GREEN BAY WARD 31,BROWN,BROWN - CITY OF GREEN BAY WARD 31,55009000700,0.04788213627992634
CITY OF GREEN BAY WARD 32,BROWN,BROWN - CITY OF GREEN BAY WARD 32,55009000402,0.1642512077294686
CITY OF GREEN BAY WARD 32,BROWN,BROWN - CITY OF GREEN BAY WARD 32,55009000600,0.8357487922705314
CITY OF GREEN BAY WARD 33,BROWN,BROWN - CITY OF GREEN BAY WARD 33,55009001000,1
CITY OF GREEN BAY WARD 34,BROWN,BROWN - CITY OF GREEN BAY WARD 34,55009000500,0.6749408983451537
CITY OF GREEN BAY WARD 34,BROWN,BROWN - CITY OF GREEN BAY WARD 34,55009000800,0.32505910165484636
CITY OF GREEN BAY WARD 35,BROWN,BROWN - CITY OF GREEN BAY WARD 35,55009000700,0.810304449648712
CITY OF GREEN BAY WARD 35,BROWN,BROWN - CITY OF GREEN BAY WARD 35,55009000800,0.18969555035128804
CITY OF GREEN BAY WARD 36,BROWN,BROWN - CITY OF GREEN BAY WARD 36,55009000700,0.9668458781362007
CITY OF GREEN BAY WARD 36,BROWN,BROWN - CITY OF GREEN BAY WARD 36,55009000800,0.033154121863799284
CITY OF GREEN BAY WARD 37,BROWN,BROWN - CITY OF GREEN BAY WARD 37,55009000200,1
CITY OF GREEN BAY WARD 37A,BROWN,BROWN - CITY OF GREEN BAY WARD 37A,55009000100,1
CITY OF GREEN BAY WARD 38,BROWN,BROWN - CITY OF GREEN BAY WARD 38,55009000200,0.7286158631415242
CITY OF GREEN BAY WARD 38,BROWN,BROWN - CITY OF GREEN BAY WARD 38,55009000401,0.14152410575427682
CITY OF GREEN BAY WARD 38,BROWN,BROWN - CITY OF GREEN BAY WARD 38,55009000500,0.12986003110419908
CITY OF GREEN BAY WARD 39,BROWN,BROWN - CITY OF GREEN BAY WARD 39,55009000303,0.12868949232585597
CITY OF GREEN BAY WARD 39,BROWN,BROWN - CITY OF GREEN BAY WARD 39,55009000401,0.8713105076741441
CITY OF GREEN BAY WARD 4,BROWN,BROWN - CITY OF GREEN BAY WARD 4,55009001801,1
CITY OF GREEN BAY WARD 40,BROWN,BROWN - CITY OF GREEN BAY WARD 40,55009000303,1
CITY OF GREEN BAY WARD 41,BROWN,BROWN - CITY OF GREEN BAY WARD 41,55009000302,0.6766561514195584
CITY OF GREEN BAY WARD 41,BROWN,BROWN - CITY OF GREEN BAY WARD 41,55009000303,0.32334384858044163
CITY OF GREEN BAY WARD 42,BROWN,BROWN - CITY OF GREEN BAY WARD 42,55009000302,0.6566579634464752
CITY OF GREEN BAY WARD 42,BROWN,BROWN - CITY OF GREEN BAY WARD 42,55009000402,0.3433420365535248
CITY OF GREEN BAY WARD 43,BROWN,BROWN - CITY OF GREEN BAY WARD 43,55009000302,0.322213181448332
CITY OF GREEN BAY WARD 43,BROWN,BROWN - CITY OF GREEN BAY WARD 43,55009940004,0.677786818551668
CITY OF GREEN BAY WARD 44,BROWN,BROWN - CITY OF GREEN BAY WARD 44,55009021302,0.3229166666666667
CITY OF GREEN BAY WARD 44,BROWN,BROWN - CITY OF GREEN BAY WARD 44,55009940003,0.07291666666666667
CITY OF GREEN BAY WARD 44,BROWN,BROWN - CITY OF GREEN BAY WARD 44,55009940004,0.6041666666666666
CITY OF GREEN BAY WARD 45,BROWN,BROWN - CITY OF GREEN BAY WARD 45,55009940002,0.7485714285714286
CITY OF GREEN BAY WARD 45,BROWN,BROWN - CITY OF GREEN BAY WARD 45,55009940003,0.25142857142857145
CITY OF GREEN BAY WARD 45A,BROWN,BROWN - CITY OF GREEN BAY WARD 45A,55009940002,1
CITY OF GREEN BAY WARD 46,BROWN,BROWN - CITY OF GREEN BAY WARD 46,55009940002,0.36156351791530944
CITY OF GREEN BAY WARD 46,BROWN,BROWN - CITY OF GREEN BAY WARD 46,55009940003,0.4153094462540717
CITY OF GREEN BAY WARD 46,BROWN,BROWN - CITY OF GREEN BAY WARD 46,55009940004,0.22312703583061888
CITY OF GREEN BAY WARD 47,BROWN,BROWN - CITY OF GREEN BAY WARD 47,55009021302,0.05173305742369374
CITY OF GREEN BAY WARD 47,BROWN,BROWN - CITY OF GREEN BAY WARD 47,55009940002,0.5059493016037248
CITY OF GREEN BAY WARD 47,BROWN,BROWN - CITY OF GREEN BAY WARD 47,55009940003,0.44231764097258147
CITY OF GREEN BAY WARD 5,BROWN,BROWN - CITY OF GREEN BAY WARD 5,55009001801,0.9782383419689119
CITY OF GREEN BAY WARD 5,BROWN,BROWN - CITY OF GREEN BAY WARD 5,55009002003,0.021761658031088083
CITY OF GREEN BAY WARD 6,BROWN,BROWN - CITY OF GREEN BAY WARD 6,55009002003,1
CITY OF GREEN BAY WARD 7,BROWN,BROWN - CITY OF GREEN BAY WARD 7,55009001801,0.1497175141242938
CITY OF GREEN BAY WARD 7,BROWN,BROWN - CITY OF GREEN BAY WARD 7,55009002001,0.5107344632768361
CITY OF GREEN BAY WARD 7,BROWN,BROWN - CITY OF GREEN BAY WARD 7,55009002002,0.12542372881355932
CITY OF GREEN BAY WARD 7,BROWN,BROWN - CITY OF GREEN BAY WARD 7,55009002003,0.21412429378531073
CITY OF GREEN BAY WARD 8,BROWN,BROWN - CITY OF GREEN BAY WARD 8,55009002002,1
CITY OF GREEN BAY WARD 9,BROWN,BROWN - CITY OF GREEN BAY WARD 9,55009002001,1
TOWN OF EATON WARDS 1-2,BROWN,BROWN - TOWN OF EATON WARDS 1-2,55009020600,1
TOWN OF GLENMORE WARDS 1-2,BROWN,BROWN - TOWN OF GLENMORE WARDS 1-2,55009010300,0.03654970760233918
TOWN OF GLENMORE WARDS 1-2,BROWN,BROWN - TOWN OF GLENMORE WARDS 1-2,55009020702,0.9634502923976608
TOWN OF GREEN BAY WARDS 1-3,BROWN,BROWN - TOWN OF GREEN BAY WARDS 1-3,55009020100,1
TOWN OF HOLLAND WARDS 1-2,BROWN,BROWN - TOWN OF HOLLAND WARDS 1-2,55009021500,1
TOWN OF HUMBOLDT WARDS 1-2,BROWN,BROWN - TOWN OF HUMBOLDT WARDS 1-2,55009020100,1
TOWN OF LAWRENCE WARDS 1-7,BROWN,BROWN - TOWN OF LAWRENCE WARDS 1-7,55009940006,0.3462639937516272
TOWN OF LAWRENCE WARDS 1-7,BROWN,BROWN - TOWN OF LAWRENCE WARDS 1-7,55009940007,0.1926581619369956
TOWN OF LAWRENCE WARDS 1-7,BROWN,BROWN - TOWN OF LAWRENCE WARDS 1-7,55009940008,0.46107784431137727
TOWN OF LEDGEVIEW WARD 6,BROWN,BROWN - TOWN OF LEDGEVIEW WARD 6,55009010300,1
"TOWN OF LEDGEVIEW WARDS 1-5,7-11",BROWN,"BROWN - TOWN OF LEDGEVIEW WARDS 1-5,7-11",55009010300,0.16519681651968166
"TOWN OF LEDGEVIEW WARDS 1-5,7-11",BROWN,"BROWN - TOWN OF LEDGEVIEW WARDS 1-5,7-11",55009020702,0.8348031834803183
TOWN OF MORRISON WARDS 2-1,BROWN,BROWN - TOWN OF MORRISON WARDS 2-1,55009021500,1
TOWN OF NEW DENMARK WARDS 1-3,BROWN,BROWN - TOWN OF NEW DENMARK WARDS 1-3,55009020600,0.9980430528375733
TOWN OF NEW DENMARK WARDS 1-3,BROWN,BROWN - TOWN OF NEW DENMARK WARDS 1-3,55071010200,0.0019569471624266144
TOWN OF PITTSFIELD WARDS 1-3,BROWN,BROWN - TOWN OF PITTSFIELD WARDS 1-3,55009021600,1
TOWN OF ROCKLAND WARDS 1-2,BROWN,BROWN - TOWN OF ROCKLAND WARDS 1-2,55009021400,1
TOWN OF ROCKLAND WARDS 3-4,BROWN,BROWN - TOWN OF ROCKLAND WARDS 3-4,55009010300,0.039711191335740074
TOWN OF ROCKLAND WARDS 3-4,BROWN,BROWN - TOWN OF ROCKLAND WARDS 3-4,55009021400,0.9602888086642599
TOWN OF SCOTT WARDS 1-4,BROWN,BROWN - TOWN OF SCOTT WARDS 1-4,55009001802,0.3481270358306189
TOWN OF SCOTT WARDS 1-4,BROWN,BROWN - TOWN OF SCOTT WARDS 1-4,55009020100,0.6518729641693811
TOWN OF WRIGHTSTOWN WARDS 1-4,BROWN,BROWN - TOWN OF WRIGHTSTOWN WARDS 1-4,55009021400,1
VILLAGE OF ALLOUEZ WARDS 1-2,BROWN,BROWN - VILLAGE OF ALLOUEZ WARDS 1-2,55009020800,0.8257861635220126
VILLAGE OF ALLOUEZ WARDS 1-2,BROWN,BROWN - VILLAGE OF ALLOUEZ WARDS 1-2,55009020900,0.1742138364779874
VILLAGE OF ALLOUEZ WARDS 3-4,BROWN,BROWN - VILLAGE OF ALLOUEZ WARDS 3-4,55009020900,0.6663590216889709
VILLAGE OF ALLOUEZ WARDS 3-4,BROWN,BROWN - VILLAGE OF ALLOUEZ WARDS 3-4,55009021000,0.08167974157821874
VILLAGE OF ALLOUEZ WARDS 3-4,BROWN,BROWN - VILLAGE OF ALLOUEZ WARDS 3-4,55009021200,0.25196123673281035
VILLAGE OF ALLOUEZ WARDS 5-6,BROWN,BROWN - VILLAGE OF ALLOUEZ WARDS 5-6,55009021000,0.6985688729874776
VILLAGE OF ALLOUEZ WARDS 5-6,BROWN,BROWN - VILLAGE OF ALLOUEZ WARDS 5-6,55009021200,0.30143112701252234
VILLAGE OF ALLOUEZ WARDS 7-9,BROWN,BROWN - VILLAGE OF ALLOUEZ WARDS 7-9,55009021000,0.0432923570283271
VILLAGE OF ALLOUEZ WARDS 7-9,BROWN,BROWN - VILLAGE OF ALLOUEZ WARDS 7-9,55009021200,0.9567076429716729
VILLAGE OF ASHWAUBENON WARDS 1-2,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 1-2,55009021303,1
VILLAGE OF ASHWAUBENON WARDS 11-12,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 11-12,55009021302,0.019318181818181818
VILLAGE OF ASHWAUBENON WARDS 11-12,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 11-12,55009021304,0.35
VILLAGE OF ASHWAUBENON WARDS 11-12,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 11-12,55009940006,0.10965909090909091
VILLAGE OF ASHWAUBENON WARDS 11-12,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 11-12,55009940008,0.5210227272727272
VILLAGE OF ASHWAUBENON WARDS 3-4,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 3-4,55009021301,0.657354149548069
VILLAGE OF ASHWAUBENON WARDS 3-4,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 3-4,55009021303,0.34264585045193097
VILLAGE OF ASHWAUBENON WARDS 5-6,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 5-6,55009021301,0.6231415643180349
VILLAGE OF ASHWAUBENON WARDS 5-6,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 5-6,55009021302,0.3768584356819651
VILLAGE OF ASHWAUBENON WARDS 7-8,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 7-8,55009021302,1
VILLAGE OF ASHWAUBENON WARDS 9-10,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 9-10,55009021302,0.5827814569536424
VILLAGE OF ASHWAUBENON WARDS 9-10,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 9-10,55009021304,0.24282560706401765
VILLAGE OF ASHWAUBENON WARDS 9-10,BROWN,BROWN - VILLAGE OF ASHWAUBENON WARDS 9-10,55009940006,0.17439293598233996
VILLAGE OF BELLEVUE WARDS 1-6,BROWN,BROWN - VILLAGE OF BELLEVUE WARDS 1-6,55009020703,0.07318259178215415
VILLAGE OF BELLEVUE WARDS 1-6,BROWN,BROWN - VILLAGE OF BELLEVUE WARDS 1-6,55009020704,0.9268174082178459
VILLAGE OF BELLEVUE WARDS 7-10,BROWN,BROWN - VILLAGE OF BELLEVUE WARDS 7-10,55009020703,1
VILLAGE OF DENMARK WARDS 1-3,BROWN,BROWN - VILLAGE OF DENMARK WARDS 1-3,55009020600,1
VILLAGE OF GREENLEAF WARD 1,BROWN,BROWN - VILLAGE OF GREENLEAF WARD 1,55009021400,1
VILLAGE OF HOBART WARDS 1-7,BROWN,BROWN - VILLAGE OF HOBART WARDS 1-7,55009940002,0.02260037224142515
VILLAGE OF HOBART WARDS 1-7,BROWN,BROWN - VILLAGE OF HOBART WARDS 1-7,55009940005,0.9760701940973145
VILLAGE OF HOBART WARDS 1-7,BROWN,BROWN - VILLAGE OF HOBART WARDS 1-7,55009940006,0.0013294336612603031
VILLAGE OF HOBART WARDS 8-11,BROWN,BROWN - VILLAGE OF HOBART WARDS 8-11,55009940002,0.0012461059190031153
VILLAGE OF HOBART WARDS 8-11,BROWN,BROWN - VILLAGE OF HOBART WARDS 8-11,55009940005,0.13894080996884736
VILLAGE OF HOBART WARDS 8-11,BROWN,BROWN - VILLAGE OF HOBART WARDS 8-11,55009940006,0.557632398753894
VILLAGE OF HOBART WARDS 8-11,BROWN,BROWN - VILLAGE OF HOBART WARDS 8-11,55009940008,0.29968847352024924
VILLAGE OF HOBART WARDS 8-11,BROWN,BROWN - VILLAGE OF HOBART WARDS 8-11,55087940000,0.0024922118380062306
VILLAGE OF HOWARD WARD 22,BROWN,BROWN - VILLAGE OF HOWARD WARD 22,55009021600,1
"VILLAGE OF HOWARD WARDS 1-2,9-14",BROWN,"BROWN - VILLAGE OF HOWARD WARDS 1-2,9-14",55009020502,0.2639949109414758
"VILLAGE OF HOWARD WARDS 1-2,9-14",BROWN,"BROWN - VILLAGE OF HOWARD WARDS 1-2,9-14",55009020504,0.09096692111959287
"VILLAGE OF HOWARD WARDS 1-2,9-14",BROWN,"BROWN - VILLAGE OF HOWARD WARDS 1-2,9-14",55009020505,0.37340966921119595
"VILLAGE OF HOWARD WARDS 1-2,9-14",BROWN,"BROWN - VILLAGE OF HOWARD WARDS 1-2,9-14",55009020506,0.27162849872773537
VILLAGE OF HOWARD WARDS 15-17,BROWN,BROWN - VILLAGE OF HOWARD WARDS 15-17,55009020504,0.8086312118570184
VILLAGE OF HOWARD WARDS 15-17,BROWN,BROWN - VILLAGE OF HOWARD WARDS 15-17,55009020506,0.1913687881429817
"VILLAGE OF HOWARD WARDS 3-6,21",BROWN,"BROWN - VILLAGE OF HOWARD WARDS 3-6,21",55009020502,0.6347534705600766
"VILLAGE OF HOWARD WARDS 3-6,21",BROWN,"BROWN - VILLAGE OF HOWARD WARDS 3-6,21",55009020505,0.3652465294399234
"VILLAGE OF HOWARD WARDS 7-8,18-19",BROWN,"BROWN - VILLAGE OF HOWARD WARDS 7-8,18-19",55009020504,0.7486122125297383
"VILLAGE OF HOWARD WARDS 7-8,18-19",BROWN,"BROWN - VILLAGE OF HOWARD WARDS 7-8,18-19",55009020505,0.2513877874702617
"VILLAGE OF PULASKI WARDS 1-3,6",BROWN,"BROWN - VILLAGE OF PULASKI WARDS 1-3,6",55009021600,1
VILLAGE OF SUAMICO WARDS 1-3,BROWN,BROWN - VILLAGE OF SUAMICO WARDS 1-3,55009020203,1
VILLAGE OF SUAMICO WARDS 4-6,BROWN,BROWN - VILLAGE OF SUAMICO WARDS 4-6,55009020203,0.4391236306729264
VILLAGE OF SUAMICO WARDS 4-6,BROWN,BROWN - VILLAGE OF SUAMICO WARDS 4-6,55009020204,0.5605633802816902
VILLAGE OF SUAMICO WARDS 4-6,BROWN,BROWN - VILLAGE OF SUAMICO WARDS 4-6,55083101301,3.1298904538341156e-4
VILLAGE OF SUAMICO WARDS 7-9,BROWN,BROWN - VILLAGE OF SUAMICO WARDS 7-9,55009020203,0.21885245901639344
VILLAGE OF SUAMICO WARDS 7-9,BROWN,BROWN - VILLAGE OF SUAMICO WARDS 7-9,55009020204,0.7811475409836065
VILLAGE OF WRIGHTSTOWN WARDS 1-3,BROWN,BROWN - VILLAGE OF WRIGHTSTOWN WARDS 1-3,55009021400,1
CITY OF ALMA WARDS 1-2,BUFFALO,BUFFALO - CITY OF ALMA WARDS 1-2,55011960300,1
CITY OF BUFFALO CITY WARDS 1-2,BUFFALO,BUFFALO - CITY OF BUFFALO CITY WARDS 1-2,55011960400,1
CITY OF FOUNTAIN CITY WARD 1,BUFFALO,BUFFALO - CITY OF FOUNTAIN CITY WARD 1,55011960500,1
CITY OF MONDOVI WARDS 1-3,BUFFALO,BUFFALO - CITY OF MONDOVI WARDS 1-3,55011960100,0.00989282769991756
CITY OF MONDOVI WARDS 1-3,BUFFALO,BUFFALO - CITY OF MONDOVI WARDS 1-3,55011960200,0.9901071723000825
TOWN OF ALMA WARD 1,BUFFALO,BUFFALO - TOWN OF ALMA WARD 1,55011960300,0.16489361702127658
TOWN OF ALMA WARD 1,BUFFALO,BUFFALO - TOWN OF ALMA WARD 1,55011960400,0.8351063829787234
TOWN OF BELVIDERE WARD 1,BUFFALO,BUFFALO - TOWN OF BELVIDERE WARD 1,55011960300,0.16296296296296298
TOWN OF BELVIDERE WARD 1,BUFFALO,BUFFALO - TOWN OF BELVIDERE WARD 1,55011960400,0.8222222222222222
TOWN OF BELVIDERE WARD 1,BUFFALO,BUFFALO - TOWN OF BELVIDERE WARD 1,55011960500,0.014814814814814815
TOWN OF BUFFALO WARD 1,BUFFALO,BUFFALO - TOWN OF BUFFALO WARD 1,55011960500,1
TOWN OF CANTON WARD 1,BUFFALO,BUFFALO - TOWN OF CANTON WARD 1,55011960100,0.8988095238095238
TOWN OF CANTON WARD 1,BUFFALO,BUFFALO - TOWN OF CANTON WARD 1,55011960300,0.10119047619047619
TOWN OF CROSS WARD 1,BUFFALO,BUFFALO - TOWN OF CROSS WARD 1,55011960500,1
TOWN OF DOVER WARD 1,BUFFALO,BUFFALO - TOWN OF DOVER WARD 1,55011960100,1
TOWN OF GILMANTON WARD 1,BUFFALO,BUFFALO - TOWN OF GILMANTON WARD 1,55011960100,0.8760330578512396
TOWN OF GILMANTON WARD 1,BUFFALO,BUFFALO - TOWN OF GILMANTON WARD 1,55011960400,0.12396694214876033
TOWN OF GLENCOE WARD 1,BUFFALO,BUFFALO - TOWN OF GLENCOE WARD 1,55011960100,0.05069124423963134
TOWN OF GLENCOE WARD 1,BUFFALO,BUFFALO - TOWN OF GLENCOE WARD 1,55011960500,0.9493087557603687
TOWN OF LINCOLN WARD 1,BUFFALO,BUFFALO - TOWN OF LINCOLN WARD 1,55011960100,0.03278688524590164
TOWN OF LINCOLN WARD 1,BUFFALO,BUFFALO - TOWN OF LINCOLN WARD 1,55011960400,0.9098360655737705
TOWN OF LINCOLN WARD 1,BUFFALO,BUFFALO - TOWN OF LINCOLN WARD 1,55011960500,0.05737704918032787
TOWN OF MAXVILLE WARD 1,BUFFALO,BUFFALO - TOWN OF MAXVILLE WARD 1,55011960300,1
TOWN OF MILTON WARD 1,BUFFALO,BUFFALO - TOWN OF MILTON WARD 1,55011960400,0.1994535519125683
TOWN OF MILTON WARD 1,BUFFALO,BUFFALO - TOWN OF MILTON WARD 1,55011960500,0.8005464480874317
TOWN OF MODENA WARD 1,BUFFALO,BUFFALO - TOWN OF MODENA WARD 1,55011960100,0.8128654970760234
TOWN OF MODENA WARD 1,BUFFALO,BUFFALO - TOWN OF MODENA WARD 1,55011960300,0.09941520467836257
TOWN OF MODENA WARD 1,BUFFALO,BUFFALO - TOWN OF MODENA WARD 1,55011960400,0.08771929824561403
TOWN OF MONDOVI WARD 1,BUFFALO,BUFFALO - TOWN OF MONDOVI WARD 1,55011960100,0.8118081180811808
TOWN OF MONDOVI WARD 1,BUFFALO,BUFFALO - TOWN OF MONDOVI WARD 1,55011960200,0.1881918819188192
TOWN OF MONTANA WARD 1,BUFFALO,BUFFALO - TOWN OF MONTANA WARD 1,55011960100,0.7548387096774194
TOWN OF MONTANA WARD 1,BUFFALO,BUFFALO - TOWN OF MONTANA WARD 1,55011960400,0.17419354838709677
TOWN OF MONTANA WARD 1,BUFFALO,BUFFALO - TOWN OF MONTANA WARD 1,55011960500,0.07096774193548387
TOWN OF NAPLES WARD 1,BUFFALO,BUFFALO - TOWN OF NAPLES WARD 1,55011960100,0.8364485981308412
TOWN OF NAPLES WARD 1,BUFFALO,BUFFALO - TOWN OF NAPLES WARD 1,55011960200,0.16355140186915887
TOWN OF NELSON WARD 1,BUFFALO,BUFFALO - TOWN OF NELSON WARD 1,55011960300,0.9946091644204852
TOWN OF NELSON WARD 1,BUFFALO,BUFFALO - TOWN OF NELSON WARD 1,55011960400,0.005390835579514825
TOWN OF WAUMANDEE WARD 1,BUFFALO,BUFFALO - TOWN OF WAUMANDEE WARD 1,55011960100,0.04792332268370607
TOWN OF WAUMANDEE WARD 1,BUFFALO,BUFFALO - TOWN OF WAUMANDEE WARD 1,55011960400,0.0926517571884984
TOWN OF WAUMANDEE WARD 1,BUFFALO,BUFFALO - TOWN OF WAUMANDEE WARD 1,55011960500,0.8594249201277955
VILLAGE OF COCHRANE WARD 1,BUFFALO,BUFFALO - VILLAGE OF COCHRANE WARD 1,55011960400,1
VILLAGE OF NELSON WARD 1,BUFFALO,BUFFALO - VILLAGE OF NELSON WARD 1,55011960300,1
TOWN OF ANDERSON WARD 1,BURNETT,BURNETT - TOWN OF ANDERSON WARD 1,55013971000,1
TOWN OF BLAINE WARD 1,BURNETT,BURNETT - TOWN OF BLAINE WARD 1,55013970400,1
TOWN OF DANIELS WARD 1,BURNETT,BURNETT - TOWN OF DANIELS WARD 1,55013970800,1
TOWN OF DEWEY WARD 1,BURNETT,BURNETT - TOWN OF DEWEY WARD 1,55013970600,1
TOWN OF GRANTSBURG WARDS 1-3,BURNETT,BURNETT - TOWN OF GRANTSBURG WARDS 1-3,55013970900,0.9364599092284418
TOWN OF GRANTSBURG WARDS 1-3,BURNETT,BURNETT - TOWN OF GRANTSBURG WARDS 1-3,55013971000,0.06354009077155824
TOWN OF JACKSON WARDS 1-2,BURNETT,BURNETT - TOWN OF JACKSON WARDS 1-2,55013970400,0.7238912732474965
TOWN OF JACKSON WARDS 1-2,BURNETT,BURNETT - TOWN OF JACKSON WARDS 1-2,55013970600,0.2761087267525036
TOWN OF LA FOLLETTE WARDS 1-2,BURNETT,BURNETT - TOWN OF LA FOLLETTE WARDS 1-2,55013970600,0.5043988269794721
TOWN OF LA FOLLETTE WARDS 1-2,BURNETT,BURNETT - TOWN OF LA FOLLETTE WARDS 1-2,55013970700,0.49560117302052786
TOWN OF LINCOLN WARD 1,BURNETT,BURNETT - TOWN OF LINCOLN WARD 1,55013970700,0.49238578680203043
TOWN OF LINCOLN WARD 1,BURNETT,BURNETT - TOWN OF LINCOLN WARD 1,55013970800,0.49238578680203043
TOWN OF LINCOLN WARD 1,BURNETT,BURNETT - TOWN OF LINCOLN WARD 1,55013970900,0.015228426395939087
TOWN OF MEENON WARDS 1-3,BURNETT,BURNETT - TOWN OF MEENON WARDS 1-3,55013970400,0.430416068866571
TOWN OF MEENON WARDS 1-3,BURNETT,BURNETT - TOWN OF MEENON WARDS 1-3,55013970700,0.5208034433285509
TOWN OF MEENON WARDS 1-3,BURNETT,BURNETT - TOWN OF MEENON WARDS 1-3,55013970800,0.04878048780487805
TOWN OF OAKLAND WARDS 1-2,BURNETT,BURNETT - TOWN OF OAKLAND WARDS 1-2,55013970400,0.6058495821727019
TOWN OF OAKLAND WARDS 1-2,BURNETT,BURNETT - TOWN OF OAKLAND WARDS 1-2,55013970700,0.39415041782729804
TOWN OF ROOSEVELT WARD 1,BURNETT,BURNETT - TOWN OF ROOSEVELT WARD 1,55013970600,1
TOWN OF RUSK WARDS 1-2,BURNETT,BURNETT - TOWN OF RUSK WARDS 1-2,55013970400,0.24060150375939848
TOWN OF RUSK WARDS 1-2,BURNETT,BURNETT - TOWN OF RUSK WARDS 1-2,55013970600,0.7593984962406015
TOWN OF SAND LAKE WARDS 1-2,BURNETT,BURNETT - TOWN OF SAND LAKE WARDS 1-2,55013970400,0.20303030303030303
TOWN OF SAND LAKE WARDS 1-2,BURNETT,BURNETT - TOWN OF SAND LAKE WARDS 1-2,55013970600,0.7151515151515152
TOWN OF SAND LAKE WARDS 1-2,BURNETT,BURNETT - TOWN OF SAND LAKE WARDS 1-2,55013970700,0.08181818181818182
TOWN OF SCOTT WARDS 1-2,BURNETT,BURNETT - TOWN OF SCOTT WARDS 1-2,55013970400,1
TOWN OF SIREN WARDS 1-3,BURNETT,BURNETT - TOWN OF SIREN WARDS 1-3,55013970700,0.4158249158249158
