contest,reporting_unit,candidate,votes,county,ctv,municipality
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 97,BALLOTS CAST - TOTAL,326,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 98,REGISTERED VOTERS - TOTAL,1114,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 98,BALLOTS CAST - TOTAL,469,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 99,REGISTERED VOTERS - TOTAL,1288,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 99,BALLOTS CAST - TOTAL,531,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 100,REGISTERED VOTERS - TOTAL,630,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 100,BALLOTS CAST - TOTAL,290,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 101,REGISTERED VOTERS - TOTAL,1322,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 101,BALLOTS CAST - TOTAL,602,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 102,REGISTERED VOTERS - TOTAL,540,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 102,BALLOTS CAST - TOTAL,231,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 103,REGISTERED VOTERS - TOTAL,634,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 103,BALLOTS CAST - TOTAL,278,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 104,REGISTERED VOTERS - TOTAL,1154,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 104,BALLOTS CAST - TOTAL,549,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 105,REGISTERED VOTERS - TOTAL,941,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 105,BALLOTS CAST - TOTAL,404,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 106,REGISTERED VOTERS - TOTAL,623,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 106,BALLOTS CAST - TOTAL,300,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 107,REGISTERED VOTERS - TOTAL,585,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 107,BALLOTS CAST - TOTAL,270,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 108,REGISTERED VOTERS - TOTAL,702,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 108,BALLOTS CAST - TOTAL,337,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 109,REGISTERED VOTERS - TOTAL,656,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 109,BALLOTS CAST - TOTAL,0,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 110,REGISTERED VOTERS - TOTAL,605,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 110,BALLOTS CAST - TOTAL,291,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 111,REGISTERED VOTERS - TOTAL,989,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 111,BALLOTS CAST - TOTAL,409,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 112,REGISTERED VOTERS - TOTAL,511,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 112,BALLOTS CAST - TOTAL,0,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 113,REGISTERED VOTERS - TOTAL,576,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 113,BALLOTS CAST - TOTAL,317,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 114,REGISTERED VOTERS - TOTAL,524,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 114,BALLOTS CAST - TOTAL,260,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 115,REGISTERED VOTERS - TOTAL,757,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 115,BALLOTS CAST - TOTAL,319,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 116,REGISTERED VOTERS - TOTAL,634,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 116,BALLOTS CAST - TOTAL,334,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 117,REGISTERED VOTERS - TOTAL,837,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 117,BALLOTS CAST - TOTAL,356,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 118,REGISTERED VOTERS - TOTAL,887,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 118,BALLOTS CAST - TOTAL,364,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 119,REGISTERED VOTERS - TOTAL,1419,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 119,BALLOTS CAST - TOTAL,733,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 120,REGISTERED VOTERS - TOTAL,720,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 120,BALLOTS CAST - TOTAL,323,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 121,REGISTERED VOTERS - TOTAL,957,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 121,BALLOTS CAST - TOTAL,425,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 122,REGISTERED VOTERS - TOTAL,970,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 122,BALLOTS CAST - TOTAL,417,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 123,REGISTERED VOTERS - TOTAL,1471,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 123,BALLOTS CAST - TOTAL,612,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 124,REGISTERED VOTERS - TOTAL,1734,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 124,BALLOTS CAST - TOTAL,787,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 125,REGISTERED VOTERS - TOTAL,1214,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 125,BALLOTS CAST - TOTAL,421,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 126,REGISTERED VOTERS - TOTAL,954,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 126,BALLOTS CAST - TOTAL,722,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 127,REGISTERED VOTERS - TOTAL,1308,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 127,BALLOTS CAST - TOTAL,568,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 128,REGISTERED VOTERS - TOTAL,1880,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 128,BALLOTS CAST - TOTAL,0,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 129,REGISTERED VOTERS - TOTAL,989,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 129,BALLOTS CAST - TOTAL,445,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 130,REGISTERED VOTERS - TOTAL,1037,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 130,BALLOTS CAST - TOTAL,487,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 131,REGISTERED VOTERS - TOTAL,1421,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 131,BALLOTS CAST - TOTAL,722,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 132,REGISTERED VOTERS - TOTAL,1207,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 132,BALLOTS CAST - TOTAL,698,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 133,REGISTERED VOTERS - TOTAL,806,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 133,BALLOTS CAST - TOTAL,386,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 134,REGISTERED VOTERS - TOTAL,1056,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 134,BALLOTS CAST - TOTAL,523,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 135,REGISTERED VOTERS - TOTAL,1834,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 135,BALLOTS CAST - TOTAL,821,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 136,REGISTERED VOTERS - TOTAL,504,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 136,BALLOTS CAST - TOTAL,267,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 137,REGISTERED VOTERS - TOTAL,696,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 137,BALLOTS CAST - TOTAL,272,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 138,REGISTERED VOTERS - TOTAL,721,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 138,BALLOTS CAST - TOTAL,336,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 139,REGISTERED VOTERS - TOTAL,514,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 139,BALLOTS CAST - TOTAL,261,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 140,REGISTERED VOTERS - TOTAL,871,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 140,BALLOTS CAST - TOTAL,388,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 141,REGISTERED VOTERS - TOTAL,687,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 141,BALLOTS CAST - TOTAL,227,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 142,REGISTERED VOTERS - TOTAL,542,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 142,BALLOTS CAST - TOTAL,261,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 143,REGISTERED VOTERS - TOTAL,625,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 143,BALLOTS CAST - TOTAL,321,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 144,REGISTERED VOTERS - TOTAL,803,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 144,BALLOTS CAST - TOTAL,339,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 145,REGISTERED VOTERS - TOTAL,811,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 145,BALLOTS CAST - TOTAL,400,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 146,REGISTERED VOTERS - TOTAL,774,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 146,BALLOTS CAST - TOTAL,420,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 147,REGISTERED VOTERS - TOTAL,483,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 147,BALLOTS CAST - TOTAL,0,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 148,REGISTERED VOTERS - TOTAL,498,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 148,BALLOTS CAST - TOTAL,240,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 149,REGISTERED VOTERS - TOTAL,867,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 149,BALLOTS CAST - TOTAL,311,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 150,REGISTERED VOTERS - TOTAL,685,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 150,BALLOTS CAST - TOTAL,260,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 151,REGISTERED VOTERS - TOTAL,697,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 151,BALLOTS CAST - TOTAL,332,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 152,REGISTERED VOTERS - TOTAL,909,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 152,BALLOTS CAST - TOTAL,378,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 153,REGISTERED VOTERS - TOTAL,634,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 153,BALLOTS CAST - TOTAL,332,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 154,REGISTERED VOTERS - TOTAL,761,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 154,BALLOTS CAST - TOTAL,369,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 155,REGISTERED VOTERS - TOTAL,743,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 155,BALLOTS CAST - TOTAL,315,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 156,REGISTERED VOTERS - TOTAL,1158,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 156,BALLOTS CAST - TOTAL,226,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 157,REGISTERED VOTERS - TOTAL,698,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 157,BALLOTS CAST - TOTAL,320,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 158,REGISTERED VOTERS - TOTAL,1196,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 158,BALLOTS CAST - TOTAL,737,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 159,REGISTERED VOTERS - TOTAL,600,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 159,BALLOTS CAST - TOTAL,285,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 160,REGISTERED VOTERS - TOTAL,685,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 160,BALLOTS CAST - TOTAL,372,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 161,REGISTERED VOTERS - TOTAL,758,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 161,BALLOTS CAST - TOTAL,311,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 162,REGISTERED VOTERS - TOTAL,1746,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 162,BALLOTS CAST - TOTAL,761,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 163,REGISTERED VOTERS - TOTAL,778,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 163,BALLOTS CAST - TOTAL,300,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 164,REGISTERED VOTERS - TOTAL,2013,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 164,BALLOTS CAST - TOTAL,728,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 165,REGISTERED VOTERS - TOTAL,698,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 165,BALLOTS CAST - TOTAL,346,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 166,REGISTERED VOTERS - TOTAL,510,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 166,BALLOTS CAST - TOTAL,214,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 167,REGISTERED VOTERS - TOTAL,252,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 167,BALLOTS CAST - TOTAL,120,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 168,REGISTERED VOTERS - TOTAL,541,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 168,BALLOTS CAST - TOTAL,311,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 169,REGISTERED VOTERS - TOTAL,727,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 169,BALLOTS CAST - TOTAL,343,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 170,REGISTERED VOTERS - TOTAL,755,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 170,BALLOTS CAST - TOTAL,281,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 171,REGISTERED VOTERS - TOTAL,676,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 171,BALLOTS CAST - TOTAL,354,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 172,REGISTERED VOTERS - TOTAL,880,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 172,BALLOTS CAST - TOTAL,476,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 173,REGISTERED VOTERS - TOTAL,2301,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 173,BALLOTS CAST - TOTAL,920,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 174,REGISTERED VOTERS - TOTAL,1913,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 174,BALLOTS CAST - TOTAL,766,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 175,REGISTERED VOTERS - TOTAL,2131,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 175,BALLOTS CAST - TOTAL,855,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 176,REGISTERED VOTERS - TOTAL,1401,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 176,BALLOTS CAST - TOTAL,509,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 177,REGISTERED VOTERS - TOTAL,1856,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 177,BALLOTS CAST - TOTAL,573,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 178,REGISTERED VOTERS - TOTAL,1520,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 178,BALLOTS CAST - TOTAL,703,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 179,REGISTERED VOTERS - TOTAL,1088,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 179,BALLOTS CAST - TOTAL,482,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 180,REGISTERED VOTERS - TOTAL,1794,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 180,BALLOTS CAST - TOTAL,832,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 181,REGISTERED VOTERS - TOTAL,1427,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 181,BALLOTS CAST - TOTAL,469,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 182,REGISTERED VOTERS - TOTAL,1398,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 182,BALLOTS CAST - TOTAL,564,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 183,REGISTERED VOTERS - TOTAL,997,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 183,BALLOTS CAST - TOTAL,535,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 184,REGISTERED VOTERS - TOTAL,780,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 184,BALLOTS CAST - TOTAL,394,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 185,REGISTERED VOTERS - TOTAL,731,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 185,BALLOTS CAST - TOTAL,280,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 186,REGISTERED VOTERS - TOTAL,1078,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 186,BALLOTS CAST - TOTAL,979,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 187,REGISTERED VOTERS - TOTAL,1465,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 187,BALLOTS CAST - TOTAL,1369,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 188,REGISTERED VOTERS - TOTAL,656,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 188,BALLOTS CAST - TOTAL,356,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 189,REGISTERED VOTERS - TOTAL,619,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 189,BALLOTS CAST - TOTAL,336,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 190,REGISTERED VOTERS - TOTAL,614,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 190,BALLOTS CAST - TOTAL,281,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 191,REGISTERED VOTERS - TOTAL,386,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 191,BALLOTS CAST - TOTAL,196,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 192,REGISTERED VOTERS - TOTAL,313,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 192,BALLOTS CAST - TOTAL,145,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 193,REGISTERED VOTERS - TOTAL,1071,MILWAUKEE,C,MILWAUKEE
VOTERS AND BALLOTS,CITY OF MILWAUKEE WARD 193,BALLOTS CAST - TOTAL,621,MILWAUKEE,C,MILWAUKEE
